data_file,algorithm,sample_size,train_test,subject,accuracy,precision,recall,order
amount_1,nnet,25,testing,1-51,0.9400000000000001,0.9708333333333333,0.9478174603174603,Random
amount_1,nnet,25,testing,1-52,0.9,0.9333333333333333,0.9357142857142856,Random
amount_1,nnet,25,testing,1-53,0.96,0.9492063492063492,1,Random
amount_1,nnet,25,testing,1-55,0.87,0.9398809523809523,0.8498809523809523,Random
amount_1,nnet,25,testing,1-56,0.9,0.9268518518518519,0.9525,Random
amount_1,nnet,25,testing,1-58,0.9400000000000001,0.98,0.9464285714285714,Random
amount_1,nnet,25,testing,1-59,0.97,1,0.9621031746031746,Random
amount_1,nnet,25,testing,1-61,0.86,0.905,0.83,Random
amount_1,nnet,25,testing,1-62,0.88,0.9155555555555555,0.9228571428571428,Random
amount_1,nnet,25,testing,1-64,0.95,0.939047619047619,1,Random
amount_1,nnet,25,testing,1-65,0.83,0.9029365079365079,0.8690476190476188,Random
amount_1,nnet,25,testing,1-66,0.89,0.8933333333333333,0.9400000000000001,Random
amount_1,nnet,25,testing,1-67,0.92,0.915,0.8883333333333334,Random
amount_1,nnet,25,testing,1-68,0.95,0.9016666666666666,1,Random
amount_1,nnet,25,testing,1-69,0.91,0.955,0.9038095238095238,Random
amount_1,nnet,25,testing,1-70,0.92,0.8875,0.96,Random
amount_1,nnet,25,testing,1-71,0.92,0.9101587301587302,0.95,Random
amount_1,nnet,25,testing,1-72,0.93,0.9457142857142857,0.9266666666666667,Random
amount_1,nnet,25,testing,1-73,0.8,0.7722222222222221,0.74,Random
amount_1,nnet,25,testing,1-74,0.88,0.835,0.8773809523809524,Random
amount_1,nnet,25,training,1-10,0.9846153846153848,0.99375,0.9799999999999999,Random
amount_1,nnet,25,training,1-11,0.9807692307692308,0.9852380952380952,0.99,Random
amount_1,nnet,25,training,1-13,0.9653846153846155,0.981985294117647,0.9647058823529411,Random
amount_1,nnet,25,training,1-14,1,1,1,Random
amount_1,nnet,25,training,1-15,0.9692307692307693,0.9652380952380953,0.9785714285714288,Random
amount_1,nnet,25,training,1-16,0.980769230769231,0.990909090909091,0.9857142857142857,Random
amount_1,nnet,25,training,1-18,0.9192307692307694,0.9857142857142858,0.8733333333333335,Random
amount_1,nnet,25,training,1-19,0.9961538461538462,1,0.9933333333333333,Random
amount_1,nnet,25,training,1-20,0.9346153846153847,0.9517565359477124,0.94375,Random
amount_1,nnet,25,training,1-21,0.8576923076923076,0.8584828215262997,0.99,Random
amount_1,nnet,25,training,1-22,1,1,1,Random
amount_1,nnet,25,training,1-23,0.952,0.9621176470588235,0.9823529411764704,Random
amount_1,nnet,25,training,1-24,0.988,1,0.98125,Random
amount_1,nnet,25,training,1-25,0.953846153846154,0.9585714285714287,0.9571428571428574,Random
amount_1,nnet,25,training,1-26,0.9615384615384616,0.9691176470588235,0.96875,Random
amount_1,nnet,25,training,1-29,0.953846153846154,0.9714285714285716,0.9428571428571433,Random
amount_1,nnet,25,training,1-30,1,1,1,Random
amount_1,nnet,25,training,1-31,0.968,0.9826797385620913,0.9705882352941175,Random
amount_1,nnet,25,training,1-32,0.9730769230769232,0.9657142857142857,0.9857142857142858,Random
amount_1,nnet,25,training,1-37,0.968,0.9870833333333333,0.9599999999999999,Random
amount_1,nnet,25,training,1-38,0.9769230769230771,0.9742105263157896,0.9944444444444444,Random
amount_1,nnet,25,training,1-40,0.9961538461538462,0.9952380952380953,1,Random
amount_1,nnet,25,training,1-41,1,1,1,Random
amount_1,nnet,25,training,1-42,0.9923076923076924,0.9857142857142858,1,Random
amount_1,nnet,25,training,1-44,1,1,1,Random
amount_1,nnet,25,training,1-45,0.972,0.9878676470588235,0.96875,Random
amount_1,nnet,25,training,1-46,1,1,1,Random
amount_1,nnet,25,training,1-47,0.968,0.9656892230576442,0.9947368421052631,Random
amount_1,nnet,25,training,1-48,0.9279999999999999,0.939735294117647,0.96875,Random
amount_1,nnet,25,training,1-50,0.96,0.9642105263157896,0.9842105263157896,Random
amount_1,nnet,25,training,1-51,0.9769230769230772,0.988235294117647,0.975,Random
amount_1,nnet,25,training,1-52,0.924,0.9350476190476189,0.9642857142857145,Random
amount_1,nnet,25,training,1-53,1,1,1,Random
amount_1,nnet,25,training,1-55,0.928,0.9549999999999998,0.9266666666666666,Random
amount_1,nnet,25,training,1-56,0.9653846153846155,0.9707142857142856,0.985,Random
amount_1,nnet,25,training,1-58,0.984,0.9809523809523808,1,Random
amount_1,nnet,25,training,1-59,0.968,0.9875,0.9625,Random
amount_1,nnet,25,training,1-61,0.9230769230769234,0.9195421245421247,0.9307692307692307,Random
amount_1,nnet,25,training,1-62,0.9346153846153848,0.9514423076923078,0.9666666666666666,Random
amount_1,nnet,25,training,1-64,0.9538461538461539,0.9497737556561084,1,Random
amount_1,nnet,25,training,1-65,0.9269230769230771,0.9483911513323279,0.9588235294117646,Random
amount_1,nnet,25,training,1-66,0.9423076923076924,0.9338461538461537,1,Random
amount_1,nnet,25,training,1-67,0.9769230769230771,0.9418181818181818,1,Random
amount_1,nnet,25,training,1-68,0.9846153846153848,0.9692307692307692,1,Random
amount_1,nnet,25,training,1-69,0.953846153846154,0.975,0.95,Random
amount_1,nnet,25,training,1-70,0.9615384615384619,0.937062937062937,0.9833333333333333,Random
amount_1,nnet,25,training,1-71,1,1,1,Random
amount_1,nnet,25,training,1-72,0.9846153846153847,0.9780219780219781,0.9923076923076923,Random
amount_1,nnet,25,training,1-73,0.9000000000000002,0.8304029304029307,0.8846153846153846,Random
amount_1,nnet,25,training,1-74,0.9538461538461539,0.918997668997669,0.9818181818181818,Random
amount_1,nnet,30,testing,1-10,0.92,0.9333333333333333,0.95,Random
amount_1,nnet,30,testing,1-11,0.9400000000000001,1,0.9228174603174603,Random
amount_1,nnet,30,testing,1-13,0.9400000000000001,0.9527777777777778,0.969047619047619,Random
amount_1,nnet,30,testing,1-14,0.93,0.9309082892416225,0.9732142857142857,Random
amount_1,nnet,30,testing,1-15,0.91,0.9633333333333333,0.8919047619047618,Random
amount_1,nnet,30,testing,1-16,0.93,0.9666666666666667,0.9555555555555556,Random
amount_1,nnet,30,testing,1-18,0.86,0.9097619047619047,0.8761904761904761,Random
amount_1,nnet,30,testing,1-19,0.92,0.949047619047619,0.9216666666666667,Random
amount_1,nnet,30,testing,1-20,0.85,0.8148809523809524,0.949047619047619,Random
amount_1,nnet,30,testing,1-21,0.8,0.8699206349206349,0.8894841269841269,Random
amount_1,nnet,30,testing,1-22,0.96,1,0.9322222222222222,Random
amount_1,nnet,30,testing,1-23,0.97,0.969047619047619,0.9875,Random
amount_1,nnet,30,testing,1-24,0.87,0.9475,0.8721428571428571,Random
amount_1,nnet,30,testing,1-25,0.89,0.8782142857142856,0.935,Random
amount_1,nnet,30,testing,1-26,0.89,0.955,0.8507142857142858,Random
amount_1,nnet,30,testing,1-29,0.9400000000000001,0.9038095238095238,1,Random
amount_1,nnet,30,testing,1-30,0.97,0.9875,0.9746031746031746,Random
amount_1,nnet,30,testing,1-31,0.9,0.9357142857142857,0.91654761904761906,Random
amount_1,nnet,30,testing,1-32,0.95,0.95,0.9708333333333333,Random
amount_1,nnet,30,testing,1-37,0.9400000000000001,0.9714285714285714,0.9464285714285714,Random
amount_1,nnet,30,testing,1-38,0.93,0.9291666666666667,0.9875,Random
amount_1,nnet,30,testing,1-40,0.9,0.9366666666666668,0.9541666666666667,Random
amount_1,nnet,30,testing,1-41,0.98,1,0.9746031746031746,Random
amount_1,nnet,30,testing,1-42,0.88,0.8811904761904761,0.9133333333333334,Random
amount_1,nnet,30,testing,1-44,0.99,0.9888888888888889,1,Random
amount_1,nnet,30,testing,1-45,0.88,0.95,0.8678571428571427,Random
amount_1,nnet,30,testing,1-46,0.99,1,0.9857142857142857,Random
amount_1,nnet,30,testing,1-47,0.92,0.9777777777777777,0.9255952380952381,Random
amount_1,nnet,30,testing,1-48,0.92,0.9261904761904761,0.9547619047619047,Random
amount_1,nnet,30,testing,1-50,0.9,0.9421031746031746,0.933531746031746,Random
amount_1,nnet,30,testing,1-51,0.89,0.9708333333333333,0.8655952380952381,Random
amount_1,nnet,30,testing,1-52,0.92,0.9514285714285714,0.9147619047619047,Random
amount_1,nnet,30,testing,1-53,0.98,0.98,1,Random
amount_1,nnet,30,testing,1-55,0.86,0.8904761904761903,0.8897222222222221,Random
amount_1,nnet,30,testing,1-56,0.93,0.9503086419753086,0.965,Random
amount_1,nnet,30,testing,1-58,0.98,1,0.9746031746031746,Random
amount_1,nnet,30,testing,1-59,0.96,0.9714285714285714,0.9722222222222222,Random
amount_1,nnet,30,testing,1-61,0.85,0.8713095238095238,0.8766666666666667,Random
amount_1,nnet,30,testing,1-62,0.88,0.8675,0.9263888888888889,Random
amount_1,nnet,30,testing,1-64,0.99,0.9875,1,Random
amount_1,nnet,30,testing,1-65,0.89,0.9638888888888889,0.880595238095238,Random
amount_1,nnet,30,testing,1-66,0.95,0.9714285714285714,0.9514285714285714,Random
amount_1,nnet,30,testing,1-67,0.8,0.8,0.58,Random
amount_1,nnet,30,testing,1-68,0.99,1,0.9833333333333333,Random
amount_1,nnet,30,testing,1-69,0.92,0.975,0.906984126984127,Random
amount_1,nnet,30,testing,1-70,0.89,0.8369047619047617,0.9833333333333333,Random
amount_1,nnet,30,testing,1-71,0.97,0.9589285714285714,1,Random
amount_1,nnet,30,testing,1-72,0.9400000000000001,0.9457142857142857,0.93,Random
amount_1,nnet,30,testing,1-73,0.85,0.8234920634920635,0.9133333333333333,Random
amount_1,nnet,30,testing,1-74,0.9400000000000001,0.905,0.9833333333333333,Random
amount_1,nnet,30,training,1-10,0.9419354838709678,0.9580645161290323,0.972222222222222,Random
amount_1,nnet,30,training,1-11,0.9709677419354839,0.9874999999999999,0.9749999999999999,Random
amount_1,nnet,30,training,1-13,0.9580645161290323,0.9747368421052632,0.96,Random
amount_1,nnet,30,training,1-14,1,1,1,Random
amount_1,nnet,30,training,1-15,0.9806451612903226,0.9761029411764705,0.9875,Random
amount_1,nnet,30,training,1-16,0.9838709677419355,0.9892857142857143,0.992,Random
amount_1,nnet,30,training,1-18,0.9129032258064517,0.969485294117647,0.8777777777777775,Random
amount_1,nnet,30,training,1-19,0.9935483870967742,1,0.9888888888888888,Random
amount_1,nnet,30,training,1-20,0.9129032258064517,0.9293604980192419,0.9526315789473685,Random
amount_1,nnet,30,training,1-21,0.8774193548387098,0.8745982625292971,0.9833333333333333,Random
amount_1,nnet,30,training,1-22,0.9774193548387097,0.9952380952380953,0.97,Random
amount_1,nnet,30,training,1-23,0.9870967741935484,0.9954545454545455,0.9857142857142855,Random
amount_1,nnet,30,training,1-24,0.9322580645161291,0.9445161290322581,0.97,Random
amount_1,nnet,30,training,1-25,0.9580645161290323,0.965032679738562,0.9588235294117644,Random
amount_1,nnet,30,training,1-26,0.9645161290322581,0.9789473684210528,0.9631578947368424,Random
amount_1,nnet,30,training,1-29,0.967741935483871,0.988235294117647,0.952941176470588,Random
amount_1,nnet,30,training,1-30,0.9967741935483871,0.996,1,Random
amount_1,nnet,30,training,1-31,0.9483870967741936,0.9666666666666663,0.9571428571428569,Random
amount_1,nnet,30,training,1-32,0.9709677419354839,0.9636029411764705,0.98125,Random
amount_1,nnet,30,training,1-37,0.9800000000000001,0.9944444444444444,0.972222222222222,Random
amount_1,nnet,30,training,1-38,0.9580645161290323,0.9487154150197631,0.9954545454545455,Random
amount_1,nnet,30,training,1-40,0.9967741935483871,1,0.9958333333333333,Random
amount_1,nnet,30,training,1-41,1,1,1,Random
amount_1,nnet,30,training,1-42,0.9935483870967742,0.9941176470588236,0.99375,Random
amount_1,nnet,30,training,1-44,1,1,1,Random
amount_1,nnet,30,training,1-45,0.9483870967741936,0.9694486215538848,0.95,Random
amount_1,nnet,30,training,1-46,1,1,1,Random
amount_1,nnet,30,training,1-47,0.9741935483870968,0.9836666666666666,0.982608695652174,Random
amount_1,nnet,30,training,1-48,0.9612903225806452,0.9704761904761904,0.97,Random
amount_1,nnet,30,training,1-50,0.967741935483871,0.9702898550724637,0.9869565217391305,Random
amount_1,nnet,30,training,1-51,0.9709677419354839,0.9747368421052631,0.9789473684210528,Random
amount_1,nnet,30,training,1-52,0.9774193548387097,0.9944444444444445,0.964705882352941,Random
amount_1,nnet,30,training,1-53,0.9741935483870968,0.9741935483870968,1,Random
amount_1,nnet,30,training,1-55,0.96,0.9627726178190574,0.9722222222222221,Random
amount_1,nnet,30,training,1-56,0.9741935483870968,0.9756666666666666,0.9916666666666666,Random
amount_1,nnet,30,training,1-58,0.9800000000000002,0.976,1,Random
amount_1,nnet,30,training,1-59,0.9709677419354839,0.99,0.965,Random
amount_1,nnet,30,training,1-61,0.9199999999999998,0.9149999999999998,0.9266666666666665,Random
amount_1,nnet,30,training,1-62,0.9903225806451613,1,0.9833333333333332,Random
amount_1,nnet,30,training,1-64,0.9838709677419355,0.9797368421052632,0.9947368421052631,Random
amount_1,nnet,30,training,1-65,0.9516129032258065,0.9759523809523809,0.95,Random
amount_1,nnet,30,training,1-66,0.9967741935483871,0.9944444444444445,1,Random
amount_1,nnet,30,training,1-67,0.9322580645161291,0.9427609427609429,0.8636363636363635,Random
amount_1,nnet,30,training,1-68,0.9870967741935484,0.9733333333333332,1,Random
amount_1,nnet,30,training,1-69,0.9774193548387097,0.9947368421052631,0.9684210526315792,Random
amount_1,nnet,30,training,1-70,0.9612903225806452,0.9272058823529413,1,Random
amount_1,nnet,30,training,1-71,1,1,1,Random
amount_1,nnet,30,training,1-72,0.9806451612903226,0.9683333333333333,0.9933333333333333,Random
amount_1,nnet,30,training,1-73,0.9366666666666668,0.9120833333333334,0.9666666666666666,Random
amount_1,nnet,30,training,1-74,0.9258064516129033,0.8825320512820513,0.9538461538461538,Random
amount_1,rf,15,testing,1-10,0.91,0.91,0.9433333333333334,Random
amount_1,rf,15,testing,1-11,0.92,0.9598765432098766,0.9413888888888889,Random
amount_1,rf,15,testing,1-13,0.89,0.9232142857142857,0.9297619047619047,Random
amount_1,rf,15,testing,1-14,0.9400000000000001,0.9666666666666667,0.9589285714285714,Random
amount_1,rf,15,testing,1-15,0.92,0.9144841269841268,0.9607142857142857,Random
amount_1,rf,15,testing,1-16,0.91,0.9137566137566138,0.9746031746031746,Random
amount_1,rf,15,testing,1-18,0.79,0.8042063492063491,0.8645238095238094,Random
amount_1,rf,15,testing,1-19,0.89,0.8768253968253968,0.9675,Random
amount_1,rf,15,testing,1-20,0.84,0.83,0.9347619047619047,Random
amount_1,rf,15,testing,1-21,0.76,0.8444444444444446,0.8634920634920635,Random
amount_1,rf,15,testing,1-22,0.92,0.9347619047619047,0.9407142857142857,Random
amount_1,rf,15,testing,1-23,0.95,0.9857142857142857,0.9492063492063492,Random
amount_1,rf,15,testing,1-24,0.89,0.9666666666666667,0.8664682539682539,Random
amount_1,rf,15,testing,1-25,0.87,0.8957142857142857,0.845,Random
amount_1,rf,15,testing,1-26,0.93,0.9190476190476191,0.9333333333333333,Random
amount_1,rf,15,testing,1-29,0.88,0.8442857142857143,0.9625,Random
amount_1,rf,15,testing,1-30,0.91,0.9131944444444445,0.9652777777777778,Random
amount_1,rf,15,testing,1-31,0.89,0.8989285714285714,0.9547619047619047,Random
amount_1,rf,15,testing,1-32,0.94,0.9527777777777778,0.9675,Random
amount_1,rf,15,testing,1-37,0.9,0.8764285714285714,0.955,Random
amount_1,rf,15,testing,1-38,0.89,0.9151234567901234,0.9339285714285714,Random
amount_1,rf,15,testing,1-40,0.86,0.9040178571428571,0.9091666666666667,Random
amount_1,rf,15,testing,1-41,0.98,0.9876543209876544,0.9833333333333333,Random
amount_1,rf,15,testing,1-42,0.88,0.8628571428571428,0.915,Random
amount_1,rf,15,testing,1-44,0.93,0.9259920634920635,0.9875,Random
amount_1,rf,15,testing,1-45,0.8400000000000001,0.9032142857142857,0.8274206349206349,Random
amount_1,rf,15,testing,1-46,0.93,0.9291666666666666,0.9633333333333333,Random
amount_1,rf,15,testing,1-47,0.91,0.9348765432098766,0.946031746031746,Random
amount_1,rf,15,testing,1-48,0.9,0.9323809523809524,0.9279761904761904,Random
amount_1,rf,15,testing,1-50,0.91,0.9198809523809524,0.9708333333333333,Random
amount_1,rf,15,testing,1-51,0.91,0.9523809523809523,0.9126984126984126,Random
amount_1,rf,15,testing,1-52,0.86,0.834047619047619,0.9166666666666666,Random
amount_1,rf,15,testing,1-53,1,1,1,Random
amount_1,rf,15,testing,1-55,0.87,0.8764285714285714,0.9208333333333333,Random
amount_1,rf,15,testing,1-56,0.93,0.9526289682539683,0.9509920634920634,Random
amount_1,rf,15,testing,1-58,0.97,0.9765432098765432,0.9875,Random
amount_1,rf,15,testing,1-59,0.9,0.8742063492063491,0.9857142857142857,Random
amount_1,rf,15,testing,1-61,0.85,0.8430952380952381,0.931547619047619,Random
amount_1,rf,15,testing,1-62,0.89,0.8693650793650793,0.949047619047619,Random
amount_1,rf,15,testing,1-64,0.97,0.9433333333333334,1,Random
amount_1,rf,15,testing,1-65,0.92,0.9833333333333333,0.8970238095238094,Random
amount_1,rf,15,testing,1-66,0.93,0.879047619047619,1,Random
amount_1,rf,15,testing,1-67,0.9400000000000001,0.9666666666666667,0.8466666666666667,Random
amount_1,rf,15,testing,1-68,0.93,0.8816666666666666,0.9833333333333333,Random
amount_1,rf,15,testing,1-69,0.84,0.8989285714285714,0.8738095238095238,Random
amount_1,rf,15,testing,1-70,0.8,0.7813095238095238,0.8725,Random
amount_1,rf,15,testing,1-71,0.96,0.9777777777777779,0.9633333333333333,Random
amount_1,rf,15,testing,1-72,0.9400000000000001,0.9547619047619047,0.9583333333333333,Random
amount_1,rf,15,testing,1-73,0.8,0.7056349206349206,0.9083333333333333,Random
amount_1,rf,15,testing,1-74,0.86,0.7944444444444444,0.79,Random
amount_1,rf,15,training,1-10,1,1,1,Random
amount_1,rf,15,training,1-11,1,1,1,Random
amount_1,rf,15,training,1-13,1,1,1,Random
amount_1,rf,15,training,1-14,1,1,1,Random
amount_1,rf,15,training,1-15,1,1,1,Random
amount_1,rf,15,training,1-16,1,1,1,Random
amount_1,rf,15,training,1-18,1,1,1,Random
amount_1,rf,15,training,1-19,1,1,1,Random
amount_1,rf,15,training,1-20,1,1,1,Random
amount_1,rf,15,training,1-21,1,1,1,Random
amount_1,rf,15,training,1-22,1,1,1,Random
amount_1,rf,15,training,1-23,1,1,1,Random
amount_1,rf,15,training,1-24,1,1,1,Random
amount_1,rf,15,training,1-25,1,1,1,Random
amount_1,rf,15,training,1-26,1,1,1,Random
amount_1,rf,15,training,1-29,1,1,1,Random
amount_1,rf,15,training,1-30,1,1,1,Random
amount_1,rf,15,training,1-31,1,1,1,Random
amount_1,rf,15,training,1-32,1,1,1,Random
amount_1,rf,15,training,1-37,1,1,1,Random
amount_1,rf,15,training,1-38,1,1,1,Random
amount_1,rf,15,training,1-40,1,1,1,Random
amount_1,rf,15,training,1-41,1,1,1,Random
amount_1,rf,15,training,1-42,1,1,1,Random
amount_1,rf,15,training,1-44,1,1,1,Random
amount_1,rf,15,training,1-45,1,1,1,Random
amount_1,rf,15,training,1-46,1,1,1,Random
amount_1,rf,15,training,1-47,1,1,1,Random
amount_1,rf,15,training,1-48,1,1,1,Random
amount_1,rf,15,training,1-50,1,1,1,Random
amount_1,rf,15,training,1-51,1,1,1,Random
amount_1,rf,15,training,1-52,1,1,1,Random
amount_1,rf,15,training,1-53,1,1,1,Random
amount_1,rf,15,training,1-55,1,1,1,Random
amount_1,rf,15,training,1-56,1,1,1,Random
amount_1,rf,15,training,1-58,1,1,1,Random
amount_1,rf,15,training,1-59,1,1,1,Random
amount_1,rf,15,training,1-61,1,1,1,Random
amount_1,rf,15,training,1-62,1,1,1,Random
amount_1,rf,15,training,1-64,1,1,1,Random
amount_1,rf,15,training,1-65,1,1,1,Random
amount_1,rf,15,training,1-66,1,1,1,Random
amount_1,rf,15,training,1-67,1,1,1,Random
amount_1,rf,15,training,1-68,1,1,1,Random
amount_1,rf,15,training,1-69,1,1,1,Random
amount_1,rf,15,training,1-70,1,1,1,Random
amount_1,rf,15,training,1-71,1,1,1,Random
amount_1,rf,15,training,1-72,1,1,1,Random
amount_1,rf,15,training,1-73,1,1,1,Random
amount_1,rf,15,training,1-74,1,1,1,Random
amount_1,rf,20,testing,1-10,0.95,0.9404761904761904,0.9857142857142857,Random
amount_1,rf,20,testing,1-11,0.92,0.9507142857142857,0.9492063492063492,Random
amount_1,rf,20,testing,1-13,0.99,0.975,1,Random
amount_1,rf,20,testing,1-14,0.89,0.9333333333333333,0.9285714285714285,Random
amount_1,rf,20,testing,1-15,0.9400000000000001,0.925,0.9625,Random
amount_1,rf,20,testing,1-16,0.95,0.9788888888888889,0.9607142857142857,Random
amount_1,rf,20,testing,1-18,0.75,0.7473809523809524,0.879047619047619,Random
amount_1,rf,20,testing,1-19,0.9,0.8930555555555555,0.9571428571428571,Random
amount_1,rf,20,testing,1-20,0.8200000000000001,0.8000793650793651,0.938095238095238,Random
amount_1,rf,20,testing,1-21,0.76,0.8628306878306877,0.8358730158730159,Random
amount_1,rf,20,testing,1-22,0.97,0.9579365079365079,1,Random
amount_1,rf,20,testing,1-23,0.95,0.9583333333333333,0.969047619047619,Random
amount_1,rf,20,testing,1-24,0.9,0.9012698412698412,0.9547619047619047,Random
amount_1,rf,20,testing,1-25,0.9,0.9422619047619047,0.889047619047619,Random
amount_1,rf,20,testing,1-26,0.94,0.9589285714285714,0.9541666666666666,Random
amount_1,rf,20,testing,1-29,0.92,0.8980952380952381,0.969047619047619,Random
amount_1,rf,20,testing,1-30,0.89,0.9416666666666667,0.9287698412698413,Random
amount_1,rf,20,testing,1-31,0.92,0.9282142857142857,0.9532142857142857,Random
amount_1,rf,20,testing,1-32,0.9,0.8785714285714284,0.9333333333333333,Random
amount_1,rf,20,testing,1-37,0.91,0.9404761904761904,0.9273809523809523,Random
amount_1,rf,20,testing,1-38,0.96,0.9775,0.9714285714285714,Random
amount_1,rf,20,testing,1-40,0.95,0.9606701940035274,0.9763888888888889,Random
amount_1,rf,20,testing,1-41,1,1,1,Random
amount_1,rf,20,testing,1-42,0.9400000000000001,0.9073809523809523,0.98,Random
amount_1,rf,20,testing,1-44,0.95,0.9450000000000001,1,Random
amount_1,rf,20,testing,1-45,0.89,0.9129365079365079,0.9269841269841269,Random
amount_1,rf,20,testing,1-46,0.97,0.9523809523809523,1,Random
amount_1,rf,20,testing,1-47,0.87,0.876984126984127,0.9603174603174602,Random
amount_1,rf,20,testing,1-48,0.9400000000000001,0.9714285714285714,0.938095238095238,Random
amount_1,rf,20,testing,1-50,0.89,0.9089285714285714,0.9428571428571428,Random
amount_1,rf,20,testing,1-51,0.93,0.949047619047619,0.93,Random
amount_1,rf,20,testing,1-52,0.85,0.8394047619047618,0.9232142857142857,Random
amount_1,rf,20,testing,1-53,1,1,1,Random
amount_1,rf,20,testing,1-55,0.84,0.9204761904761904,0.819047619047619,Random
amount_1,rf,20,testing,1-56,0.91,0.9440035273368607,0.9357142857142857,Random
amount_1,rf,20,testing,1-58,0.97,0.9888888888888889,0.9763888888888889,Random
amount_1,rf,20,testing,1-59,0.93,0.9404761904761904,0.9555555555555555,Random
amount_1,rf,20,testing,1-61,0.85,0.8383333333333334,0.845,Random
amount_1,rf,20,testing,1-62,0.9,0.9214285714285714,0.918095238095238,Random
amount_1,rf,20,testing,1-64,0.97,0.9547619047619047,1,Random
amount_1,rf,20,testing,1-65,0.78,0.8290079365079364,0.821547619047619,Random
amount_1,rf,20,testing,1-66,0.93,0.9249999999999999,0.944047619047619,Random
amount_1,rf,20,testing,1-67,0.96,0.925,0.9666666666666667,Random
amount_1,rf,20,testing,1-68,0.96,0.9308333333333333,1,Random
amount_1,rf,20,testing,1-69,0.97,0.9857142857142857,0.969047619047619,Random
amount_1,rf,20,testing,1-70,0.89,0.8591666666666666,0.96,Random
amount_1,rf,20,testing,1-71,0.97,0.9857142857142857,0.9666666666666666,Random
amount_1,rf,20,testing,1-72,0.9,0.9007142857142857,0.9257142857142857,Random
amount_1,rf,20,testing,1-73,0.9,0.9073809523809523,0.9066666666666666,Random
amount_1,rf,20,testing,1-74,0.88,0.8333333333333333,0.8722222222222222,Random
amount_1,rf,20,training,1-10,1,1,1,Random
amount_1,rf,20,training,1-11,1,1,1,Random
amount_1,rf,20,training,1-13,1,1,1,Random
amount_1,rf,20,training,1-14,1,1,1,Random
amount_1,rf,20,training,1-15,1,1,1,Random
amount_1,rf,20,training,1-16,1,1,1,Random
amount_1,rf,20,training,1-18,1,1,1,Random
amount_1,rf,20,training,1-19,1,1,1,Random
amount_1,rf,20,training,1-20,1,1,1,Random
amount_1,rf,20,training,1-21,1,1,1,Random
amount_1,rf,20,training,1-22,1,1,1,Random
amount_1,rf,20,training,1-23,1,1,1,Random
amount_1,rf,20,training,1-24,1,1,1,Random
amount_1,rf,20,training,1-25,1,1,1,Random
amount_1,rf,20,training,1-26,1,1,1,Random
amount_1,rf,20,training,1-29,1,1,1,Random
amount_1,rf,20,training,1-30,1,1,1,Random
amount_1,rf,20,training,1-31,1,1,1,Random
amount_1,rf,20,training,1-32,1,1,1,Random
amount_1,rf,20,training,1-37,1,1,1,Random
amount_1,rf,20,training,1-38,1,1,1,Random
amount_1,rf,20,training,1-40,1,1,1,Random
amount_1,rf,20,training,1-41,1,1,1,Random
amount_1,rf,20,training,1-42,1,1,1,Random
amount_1,rf,20,training,1-44,1,1,1,Random
amount_1,rf,20,training,1-45,1,1,1,Random
amount_1,rf,20,training,1-46,1,1,1,Random
amount_1,rf,20,training,1-47,1,1,1,Random
amount_1,rf,20,training,1-48,1,1,1,Random
amount_1,rf,20,training,1-50,1,1,1,Random
amount_1,rf,20,training,1-51,1,1,1,Random
amount_1,rf,20,training,1-52,1,1,1,Random
amount_1,rf,20,training,1-53,1,1,1,Random
amount_1,rf,20,training,1-55,1,1,1,Random
amount_1,rf,20,training,1-56,1,1,1,Random
amount_1,rf,20,training,1-58,1,1,1,Random
amount_1,rf,20,training,1-59,1,1,1,Random
amount_1,rf,20,training,1-61,1,1,1,Random
amount_1,rf,20,training,1-62,1,1,1,Random
amount_1,rf,20,training,1-64,1,1,1,Random
amount_1,rf,20,training,1-65,1,1,1,Random
amount_1,rf,20,training,1-66,1,1,1,Random
amount_1,rf,20,training,1-67,1,1,1,Random
amount_1,rf,20,training,1-68,1,1,1,Random
amount_1,rf,20,training,1-69,1,1,1,Random
amount_1,rf,20,training,1-70,1,1,1,Random
amount_1,rf,20,training,1-71,1,1,1,Random
amount_1,rf,20,training,1-72,1,1,1,Random
amount_1,rf,20,training,1-73,1,1,1,Random
amount_1,rf,20,training,1-74,1,1,1,Random
amount_1,rf,25,testing,1-10,0.9,0.879047619047619,0.9433333333333334,Random
amount_1,rf,25,testing,1-11,0.97,0.9763888888888889,0.9857142857142857,Random
amount_1,rf,25,testing,1-13,0.97,0.9714285714285714,0.9888888888888889,Random
amount_1,rf,25,testing,1-14,0.96,0.9527777777777778,1,Random
amount_1,rf,25,testing,1-15,0.91,0.885,0.9416666666666667,Random
amount_1,rf,25,testing,1-16,0.96,0.9641975308641976,0.9875,Random
amount_1,rf,25,testing,1-18,0.8300000000000001,0.8585714285714284,0.8833333333333332,Random
amount_1,rf,25,testing,1-19,0.91,0.9092063492063492,0.9571428571428571,Random
amount_1,rf,25,testing,1-20,0.9,0.9083333333333333,0.956547619047619,Random
amount_1,rf,25,testing,1-21,0.73,0.8105555555555556,0.8406746031746031,Random
amount_1,rf,25,testing,1-22,0.95,0.9732142857142857,0.9603174603174602,Random
amount_1,rf,25,testing,1-23,0.91,0.9134920634920635,0.9732142857142857,Random
amount_1,rf,25,testing,1-24,0.87,0.8946428571428571,0.9071428571428571,Random
