data_file,algorithm,sample_size,train_test,subject,accuracy,precision,recall,order
amount_1,nnet,20,training,1-48,0.9,1,0.8,Sequential
amount_1,nnet,20,training,1-50,1,1,1,Sequential
amount_1,nnet,20,training,1-51,0.9,0.888888888888889,0.888888888888889,Sequential
amount_1,nnet,20,training,1-52,1,1,1,Sequential
amount_1,nnet,20,training,1-53,1,1,1,Sequential
amount_1,nnet,20,training,1-55,1,1,1,Sequential
amount_1,nnet,20,training,1-56,1,1,1,Sequential
amount_1,nnet,20,training,1-58,1,1,1,Sequential
amount_1,nnet,20,training,1-59,0.95,1,0.888888888888889,Sequential
amount_1,nnet,20,training,1-61,0.95,1,0.833333333333333,Sequential
amount_1,nnet,20,training,1-62,1,1,1,Sequential
amount_1,nnet,20,training,1-64,0.95,0.9,1,Sequential
amount_1,nnet,20,training,1-65,0.95,1,0.888888888888889,Sequential
amount_1,nnet,20,training,1-66,1,1,1,Sequential
amount_1,nnet,20,training,1-67,0.85,NaN,0,Sequential
amount_1,nnet,20,training,1-68,1,1,1,Sequential
amount_1,nnet,20,training,1-69,0.95,1,0.833333333333333,Sequential
amount_1,nnet,20,training,1-70,1,1,1,Sequential
amount_1,nnet,20,training,1-71,1,1,1,Sequential
amount_1,nnet,20,training,1-72,1,1,1,Sequential
amount_1,nnet,20,training,1-73,0.9,0.8,0.8,Sequential
amount_1,nnet,20,training,1-74,0.9,0.666666666666667,1,Sequential
amount_1,nnet,25,testing,1-10,0.91,1,0.8726190476190475,Sequential
amount_1,nnet,25,testing,1-11,1,1,1,Sequential
amount_1,nnet,25,testing,1-13,0.95,0.9297619047619047,1,Sequential
amount_1,nnet,25,testing,1-14,1,1,1,Sequential
amount_1,nnet,25,testing,1-15,0.89,1,0.830595238095238,Sequential
amount_1,nnet,25,testing,1-16,0.86,1,0.8432142857142858,Sequential
amount_1,nnet,25,testing,1-18,0.8300000000000001,0.8869047619047618,0.8748015873015872,Sequential
amount_1,nnet,25,testing,1-19,0.9,1,0.8476984126984126,Sequential
amount_1,nnet,25,testing,1-20,0.81,0.810515873015873,0.9198809523809524,Sequential
amount_1,nnet,25,testing,1-21,0.72,0.72,1,Sequential
amount_1,nnet,25,testing,1-22,0.95,1,0.9297619047619047,Sequential
amount_1,nnet,25,testing,1-23,1,1,1,Sequential
amount_1,nnet,25,testing,1-24,0.79,1,0.717063492063492,Sequential
amount_1,nnet,25,testing,1-25,0.88,0.804642857142857,1,Sequential
amount_1,nnet,25,testing,1-26,0.81,1,0.7690873015873017,Sequential
amount_1,nnet,25,testing,1-29,0.95,1,0.9238095238095237,Sequential
amount_1,nnet,25,testing,1-30,0.98,1,0.9732142857142857,Sequential
amount_1,nnet,25,testing,1-31,0.93,1,0.9043650793650793,Sequential
amount_1,nnet,25,testing,1-32,1,1,1,Sequential
amount_1,nnet,25,testing,1-37,0.86,1,0.7936904761904761,Sequential
amount_1,nnet,25,testing,1-38,0.97,0.9626543209876544,1,Sequential
amount_1,nnet,25,testing,1-40,0.89,1,0.8687698412698412,Sequential
amount_1,nnet,25,testing,1-41,1,1,1,Sequential
amount_1,nnet,25,testing,1-42,0.93,1,0.8996031746031745,Sequential
amount_1,nnet,25,testing,1-44,0.93,0.9043650793650793,1,Sequential
amount_1,nnet,25,testing,1-45,0.8200000000000001,1,0.760515873015873,Sequential
amount_1,nnet,25,testing,1-46,0.9400000000000001,1,0.9064285714285714,Sequential
amount_1,nnet,25,testing,1-47,0.91,0.9196031746031746,0.9732142857142857,Sequential
amount_1,nnet,25,testing,1-48,0.9400000000000001,1,0.905595238095238,Sequential
amount_1,nnet,25,testing,1-50,0.8500000000000001,0.8369444444444445,1,Sequential
amount_1,nnet,25,testing,1-51,0.84,1,0.7708333333333331,Sequential
amount_1,nnet,25,testing,1-52,0.88,1,0.8244047619047618,Sequential
amount_1,nnet,25,testing,1-53,1,1,1,Sequential
amount_1,nnet,25,testing,1-55,0.78,0.9433862433862433,0.7598015873015873,Sequential
amount_1,nnet,25,testing,1-56,0.92,0.9003086419753087,1,Sequential
amount_1,nnet,25,testing,1-58,0.93,1,0.9205555555555556,Sequential
amount_1,nnet,25,testing,1-59,1,1,1,Sequential
amount_1,nnet,25,testing,1-61,0.86,1,0.7507142857142857,Sequential
amount_1,nnet,25,testing,1-62,0.86,1,0.7936904761904761,Sequential
amount_1,nnet,25,testing,1-64,1,1,1,Sequential
amount_1,nnet,25,testing,1-65,0.8,1,0.7380952380952381,Sequential
amount_1,nnet,25,testing,1-66,0.87,1,0.8134920634920634,Sequential
amount_1,nnet,25,testing,1-67,0.99,0.975,1,Sequential
amount_1,nnet,25,testing,1-68,1,1,1,Sequential
amount_1,nnet,25,testing,1-69,0.95,1,0.9398809523809524,Sequential
amount_1,nnet,25,testing,1-70,0.91,0.8304761904761904,1,Sequential
amount_1,nnet,25,testing,1-71,0.9400000000000001,0.905595238095238,1,Sequential
amount_1,nnet,25,testing,1-72,0.97,1,0.9523809523809523,Sequential
amount_1,nnet,25,testing,1-73,0.81,0.8957142857142856,0.794047619047619,Sequential
amount_1,nnet,25,testing,1-74,0.93,0.873095238095238,1,Sequential
amount_1,nnet,25,training,1-10,1,1,1,Sequential
amount_1,nnet,25,training,1-11,0.92,0.95,0.95,Sequential
amount_1,nnet,25,training,1-13,1,1,1,Sequential
amount_1,nnet,25,training,1-14,1,1,1,Sequential
amount_1,nnet,25,training,1-15,1,1,1,Sequential
amount_1,nnet,25,training,1-16,1,1,1,Sequential
amount_1,nnet,25,training,1-18,0.88,0.9,0.818181818181818,Sequential
amount_1,nnet,25,training,1-19,1,1,1,Sequential
amount_1,nnet,25,training,1-20,1,1,1,Sequential
amount_1,nnet,25,training,1-21,0.84,0.84,1,Sequential
amount_1,nnet,25,training,1-22,0.96,0.933333333333333,1,Sequential
amount_1,nnet,25,training,1-23,0.92,1,0.882352941176471,Sequential
amount_1,nnet,25,training,1-24,0.96,1,0.923076923076923,Sequential
amount_1,nnet,25,training,1-25,1,1,1,Sequential
amount_1,nnet,25,training,1-26,0.92,0.909090909090909,0.909090909090909,Sequential
amount_1,nnet,25,training,1-29,1,1,1,Sequential
amount_1,nnet,25,training,1-30,1,1,1,Sequential
amount_1,nnet,25,training,1-31,0.96,1,0.933333333333333,Sequential
amount_1,nnet,25,training,1-32,0.96,0.916666666666667,1,Sequential
amount_1,nnet,25,training,1-37,1,1,1,Sequential
amount_1,nnet,25,training,1-38,0.96,0.9375,1,Sequential
amount_1,nnet,25,training,1-40,1,1,1,Sequential
amount_1,nnet,25,training,1-41,1,1,1,Sequential
amount_1,nnet,25,training,1-42,1,1,1,Sequential
amount_1,nnet,25,training,1-44,1,1,1,Sequential
amount_1,nnet,25,training,1-45,0.96,1,0.923076923076923,Sequential
amount_1,nnet,25,training,1-46,1,1,1,Sequential
amount_1,nnet,25,training,1-47,1,1,1,Sequential
amount_1,nnet,25,training,1-48,0.88,0.928571428571428,0.866666666666667,Sequential
amount_1,nnet,25,training,1-50,0.96,0.947368421052632,1,Sequential
amount_1,nnet,25,training,1-51,0.96,1,0.928571428571429,Sequential
amount_1,nnet,25,training,1-52,1,1,1,Sequential
amount_1,nnet,25,training,1-53,1,1,1,Sequential
amount_1,nnet,25,training,1-55,0.92,0.909090909090909,0.909090909090909,Sequential
amount_1,nnet,25,training,1-56,0.96,0.947368421052632,1,Sequential
amount_1,nnet,25,training,1-58,1,1,1,Sequential
amount_1,nnet,25,training,1-59,0.96,1,0.928571428571429,Sequential
amount_1,nnet,25,training,1-61,0.84,0.777777777777778,0.777777777777778,Sequential
amount_1,nnet,25,training,1-62,1,1,1,Sequential
amount_1,nnet,25,training,1-64,0.96,0.933333333333333,1,Sequential
amount_1,nnet,25,training,1-65,0.96,1,0.928571428571429,Sequential
amount_1,nnet,25,training,1-66,1,1,1,Sequential
amount_1,nnet,25,training,1-67,0.96,1,0.75,Sequential
amount_1,nnet,25,training,1-68,1,1,1,Sequential
amount_1,nnet,25,training,1-69,0.96,1,0.909090909090909,Sequential
amount_1,nnet,25,training,1-70,1,1,1,Sequential
amount_1,nnet,25,training,1-71,1,1,1,Sequential
amount_1,nnet,25,training,1-72,1,1,1,Sequential
amount_1,nnet,25,training,1-73,0.88,0.777777777777778,0.875,Sequential
amount_1,nnet,25,training,1-74,0.96,0.9,1,Sequential
amount_1,nnet,30,testing,1-10,0.92,1,0.8695238095238094,Sequential
amount_1,nnet,30,testing,1-11,1,1,1,Sequential
amount_1,nnet,30,testing,1-13,0.95,0.925595238095238,1,Sequential
amount_1,nnet,30,testing,1-14,1,1,1,Sequential
amount_1,nnet,30,testing,1-15,0.8300000000000001,1,0.7323809523809522,Sequential
amount_1,nnet,30,testing,1-16,0.8500000000000001,1,0.8269444444444445,Sequential
amount_1,nnet,30,testing,1-18,0.87,1,0.831547619047619,Sequential
amount_1,nnet,30,testing,1-19,1,1,1,Sequential
amount_1,nnet,30,testing,1-20,0.8,0.887142857142857,0.8139285714285713,Sequential
amount_1,nnet,30,testing,1-21,0.76,0.76,1,Sequential
amount_1,nnet,30,testing,1-22,0.95,1,0.925595238095238,Sequential
amount_1,nnet,30,testing,1-23,0.95,0.925595238095238,1,Sequential
amount_1,nnet,30,testing,1-24,0.78,1,0.701190476190476,Sequential
amount_1,nnet,30,testing,1-25,0.93,0.8847619047619046,1,Sequential
amount_1,nnet,30,testing,1-26,0.95,1,0.9353174603174603,Sequential
amount_1,nnet,30,testing,1-29,0.95,1,0.9198809523809524,Sequential
amount_1,nnet,30,testing,1-30,0.93,1,0.9128174603174602,Sequential
amount_1,nnet,30,testing,1-31,0.93,1,0.9067460317460316,Sequential
amount_1,nnet,30,testing,1-32,1,1,1,Sequential
amount_1,nnet,30,testing,1-37,0.92,1,0.8779761904761904,Sequential
amount_1,nnet,30,testing,1-38,1,1,1,Sequential
amount_1,nnet,30,testing,1-40,0.92,1,0.8928571428571428,Sequential
amount_1,nnet,30,testing,1-41,1,1,1,Sequential
amount_1,nnet,30,testing,1-42,0.93,1,0.8888888888888887,Sequential
amount_1,nnet,30,testing,1-44,0.93,0.9067460317460316,1,Sequential
amount_1,nnet,30,testing,1-45,0.85,1,0.8009920634920634,Sequential
amount_1,nnet,30,testing,1-46,0.8500000000000001,1,0.7749999999999999,Sequential
amount_1,nnet,30,testing,1-47,0.93,1,0.9128174603174602,Sequential
amount_1,nnet,30,testing,1-48,0.97,1,0.9466666666666667,Sequential
amount_1,nnet,30,testing,1-50,0.95,1,0.9378174603174603,Sequential
amount_1,nnet,30,testing,1-51,0.87,1,0.806547619047619,Sequential
amount_1,nnet,30,testing,1-52,0.9,1,0.8470238095238094,Sequential
amount_1,nnet,30,testing,1-53,0.92,0.8992063492063492,1,Sequential
amount_1,nnet,30,testing,1-55,0.95,1,0.9353174603174603,Sequential
amount_1,nnet,30,testing,1-56,0.93,1,0.9128174603174602,Sequential
amount_1,nnet,30,testing,1-58,0.8500000000000001,1,0.8269444444444445,Sequential
amount_1,nnet,30,testing,1-59,1,1,1,Sequential
amount_1,nnet,30,testing,1-61,0.93,1,0.8847619047619046,Sequential
amount_1,nnet,30,testing,1-62,0.8500000000000001,1,0.770238095238095,Sequential
amount_1,nnet,30,testing,1-64,1,1,1,Sequential
amount_1,nnet,30,testing,1-65,0.8300000000000001,1,0.7746031746031745,Sequential
amount_1,nnet,30,testing,1-66,0.9,1,0.8517857142857141,Sequential
amount_1,nnet,30,testing,1-67,0.98,0.96,1,Sequential
amount_1,nnet,30,testing,1-68,0.93,0.8889285714285713,1,Sequential
amount_1,nnet,30,testing,1-69,0.95,1,0.9353174603174603,Sequential
amount_1,nnet,30,testing,1-70,0.98,0.9607142857142857,1,Sequential
amount_1,nnet,30,testing,1-71,1,1,1,Sequential
amount_1,nnet,30,testing,1-72,0.93,1,0.8814285714285713,Sequential
amount_1,nnet,30,testing,1-73,0.9,1,0.8517857142857141,Sequential
amount_1,nnet,30,testing,1-74,0.96,0.9183333333333333,1,Sequential
amount_1,nnet,30,training,1-10,1,1,1,Sequential
amount_1,nnet,30,training,1-11,0.933333333333333,0.956521739130435,0.956521739130435,Sequential
amount_1,nnet,30,training,1-13,1,1,1,Sequential
amount_1,nnet,30,training,1-14,1,1,1,Sequential
amount_1,nnet,30,training,1-15,1,1,1,Sequential
amount_1,nnet,30,training,1-16,1,1,1,Sequential
amount_1,nnet,30,training,1-18,0.9,0.923076923076923,0.857142857142857,Sequential
amount_1,nnet,30,training,1-19,1,1,1,Sequential
amount_1,nnet,30,training,1-20,0.933333333333333,0.9375,0.9375,Sequential
amount_1,nnet,30,training,1-21,0.8,0.8,1,Sequential
amount_1,nnet,30,training,1-22,0.966666666666667,0.944444444444444,1,Sequential
amount_1,nnet,30,training,1-23,1,1,1,Sequential
amount_1,nnet,30,training,1-24,0.966666666666667,1,0.9375,Sequential
amount_1,nnet,30,training,1-25,0.933333333333333,0.933333333333333,0.933333333333333,Sequential
amount_1,nnet,30,training,1-26,0.933333333333333,0.933333333333333,0.933333333333333,Sequential
amount_1,nnet,30,training,1-29,1,1,1,Sequential
amount_1,nnet,30,training,1-30,1,1,1,Sequential
amount_1,nnet,30,training,1-31,0.966666666666667,1,0.944444444444444,Sequential
amount_1,nnet,30,training,1-32,0.933333333333333,0.928571428571429,0.928571428571429,Sequential
amount_1,nnet,30,training,1-37,1,1,1,Sequential
amount_1,nnet,30,training,1-38,0.966666666666667,0.95,1,Sequential
amount_1,nnet,30,training,1-40,1,1,1,Sequential
amount_1,nnet,30,training,1-41,1,1,1,Sequential
amount_1,nnet,30,training,1-42,0.966666666666667,0.916666666666667,1,Sequential
amount_1,nnet,30,training,1-44,1,1,1,Sequential
amount_1,nnet,30,training,1-45,0.966666666666667,1,0.9375,Sequential
amount_1,nnet,30,training,1-46,1,1,1,Sequential
amount_1,nnet,30,training,1-47,0.966666666666667,0.954545454545455,1,Sequential
amount_1,nnet,30,training,1-48,0.933333333333333,0.944444444444444,0.944444444444444,Sequential
amount_1,nnet,30,training,1-50,1,1,1,Sequential
amount_1,nnet,30,training,1-51,1,1,1,Sequential
amount_1,nnet,30,training,1-52,1,1,1,Sequential
amount_1,nnet,30,training,1-53,1,1,1,Sequential
amount_1,nnet,30,training,1-55,0.9,0.866666666666667,0.928571428571429,Sequential
amount_1,nnet,30,training,1-56,0.966666666666667,0.956521739130435,1,Sequential
amount_1,nnet,30,training,1-58,1,1,1,Sequential
amount_1,nnet,30,training,1-59,0.966666666666667,1,0.941176470588235,Sequential
amount_1,nnet,30,training,1-61,0.9,0.909090909090909,0.833333333333333,Sequential
amount_1,nnet,30,training,1-62,1,1,1,Sequential
amount_1,nnet,30,training,1-64,0.966666666666667,0.944444444444444,1,Sequential
amount_1,nnet,30,training,1-65,0.933333333333333,1,0.888888888888889,Sequential
amount_1,nnet,30,training,1-66,1,1,1,Sequential
amount_1,nnet,30,training,1-67,1,1,1,Sequential
amount_1,nnet,30,training,1-68,1,1,1,Sequential
amount_1,nnet,30,training,1-69,0.966666666666667,1,0.933333333333333,Sequential
amount_1,nnet,30,training,1-70,1,1,1,Sequential
amount_1,nnet,30,training,1-71,0.966666666666667,0.941176470588235,1,Sequential
amount_1,nnet,30,training,1-72,1,1,1,Sequential
amount_1,nnet,30,training,1-73,0.866666666666667,0.75,0.9,Sequential
amount_1,nnet,30,training,1-74,0.9,0.833333333333333,0.909090909090909,Sequential
amount_1,rf,15,testing,1-10,0.98,1,0.9746031746031746,Sequential
amount_1,rf,15,testing,1-11,0.8400000000000001,0.887389770723104,0.8978571428571428,Sequential
amount_1,rf,15,testing,1-13,0.93,0.9057539682539681,1,Sequential
amount_1,rf,15,testing,1-14,0.95,1,0.9311507936507936,Sequential
amount_1,rf,15,testing,1-15,0.9,0.944047619047619,0.888095238095238,Sequential
amount_1,rf,15,testing,1-16,0.87,0.9513888888888888,0.8755952380952381,Sequential
amount_1,rf,15,testing,1-18,0.77,0.7753174603174604,0.9198809523809524,Sequential
amount_1,rf,15,testing,1-19,0.86,0.9433333333333334,0.8315873015873015,Sequential
amount_1,rf,15,testing,1-20,0.81,0.8240079365079365,0.9263888888888888,Sequential
amount_1,rf,15,testing,1-21,0.8200000000000001,0.8833333333333334,0.8613888888888889,Sequential
amount_1,rf,15,testing,1-22,0.93,0.9311507936507936,0.9746031746031746,Sequential
amount_1,rf,15,testing,1-23,0.98,0.9746031746031746,1,Sequential
amount_1,rf,15,testing,1-24,0.89,0.8629365079365079,1,Sequential
amount_1,rf,15,testing,1-25,0.85,0.7974206349206349,1,Sequential
amount_1,rf,15,testing,1-26,0.81,0.8481040564373896,0.8871428571428571,Sequential
amount_1,rf,15,testing,1-29,0.95,0.9541666666666666,0.9732142857142857,Sequential
amount_1,rf,15,testing,1-30,0.84,0.8986507936507936,0.896031746031746,Sequential
amount_1,rf,15,testing,1-31,0.92,0.9311507936507936,0.9634920634920635,Sequential
amount_1,rf,15,testing,1-32,0.93,0.899047619047619,1,Sequential
amount_1,rf,15,testing,1-37,0.97,1,0.9621031746031746,Sequential
amount_1,rf,15,testing,1-38,0.93,0.908531746031746,1,Sequential
amount_1,rf,15,testing,1-40,0.91,0.9708333333333333,0.9130952380952381,Sequential
amount_1,rf,15,testing,1-41,0.95,1,0.9455555555555556,Sequential
amount_1,rf,15,testing,1-42,0.86,0.7948809523809524,0.9857142857142857,Sequential
amount_1,rf,15,testing,1-44,0.86,0.8886507936507936,0.9311507936507936,Sequential
amount_1,rf,15,testing,1-45,0.9400000000000001,1,0.9238095238095237,Sequential
amount_1,rf,15,testing,1-46,0.9,0.9416666666666667,0.8904761904761904,Sequential
amount_1,rf,15,testing,1-47,0.89,0.9028174603174604,0.9589285714285714,Sequential
amount_1,rf,15,testing,1-48,0.92,0.9857142857142857,0.9043650793650793,Sequential
amount_1,rf,15,testing,1-50,0.84,0.8758730158730159,0.9353174603174603,Sequential
amount_1,rf,15,testing,1-51,0.9400000000000001,1,0.9267063492063492,Sequential
amount_1,rf,15,testing,1-52,0.93,0.9541666666666666,0.9478174603174603,Sequential
amount_1,rf,15,testing,1-53,0.97,0.953125,1,Sequential
amount_1,rf,15,testing,1-55,0.76,0.7980158730158728,0.8787698412698413,Sequential
amount_1,rf,15,testing,1-56,0.9,0.9293650793650794,0.9398809523809524,Sequential
amount_1,rf,15,testing,1-58,0.92,0.96875,0.9287698412698413,Sequential
amount_1,rf,15,testing,1-59,0.93,0.9043650793650793,1,Sequential
amount_1,rf,15,testing,1-61,0.76,0.7203174603174602,0.9675,Sequential
amount_1,rf,15,testing,1-62,0.96,0.9833333333333333,0.9621031746031746,Sequential
amount_1,rf,15,testing,1-64,0.95,0.9311507936507936,1,Sequential
amount_1,rf,15,testing,1-65,0.9400000000000001,0.9309920634920635,1,Sequential
amount_1,rf,15,testing,1-66,0.93,0.9232142857142857,0.975,Sequential
amount_1,rf,15,testing,1-67,1,1,1,Sequential
amount_1,rf,15,testing,1-68,0.86,0.7922619047619047,1,Sequential
amount_1,rf,15,testing,1-69,0.89,0.949074074074074,0.9014285714285714,Sequential
amount_1,rf,15,testing,1-70,0.88,0.8178571428571428,1,Sequential
amount_1,rf,15,testing,1-71,0.92,0.8918650793650793,1,Sequential
amount_1,rf,15,testing,1-72,0.98,1,0.9657142857142857,Sequential
amount_1,rf,15,testing,1-73,0.77,0.7547619047619047,0.9064285714285714,Sequential
amount_1,rf,15,testing,1-74,0.64,1,0.3409523809523809,Sequential
amount_1,rf,15,training,1-10,1,1,1,Sequential
amount_1,rf,15,training,1-11,1,1,1,Sequential
amount_1,rf,15,training,1-13,1,1,1,Sequential
amount_1,rf,15,training,1-14,1,1,1,Sequential
amount_1,rf,15,training,1-15,1,1,1,Sequential
amount_1,rf,15,training,1-16,1,1,1,Sequential
amount_1,rf,15,training,1-18,1,1,1,Sequential
amount_1,rf,15,training,1-19,1,1,1,Sequential
amount_1,rf,15,training,1-20,1,1,1,Sequential
amount_1,rf,15,training,1-21,1,1,1,Sequential
amount_1,rf,15,training,1-22,1,1,1,Sequential
amount_1,rf,15,training,1-23,1,1,1,Sequential
amount_1,rf,15,training,1-24,1,1,1,Sequential
amount_1,rf,15,training,1-25,1,1,1,Sequential
amount_1,rf,15,training,1-26,1,1,1,Sequential
amount_1,rf,15,training,1-29,1,1,1,Sequential
amount_1,rf,15,training,1-30,1,1,1,Sequential
amount_1,rf,15,training,1-31,1,1,1,Sequential
amount_1,rf,15,training,1-32,1,1,1,Sequential
amount_1,rf,15,training,1-37,1,1,1,Sequential
amount_1,rf,15,training,1-38,1,1,1,Sequential
amount_1,rf,15,training,1-40,1,1,1,Sequential
amount_1,rf,15,training,1-41,1,1,1,Sequential
amount_1,rf,15,training,1-42,1,1,1,Sequential
amount_1,rf,15,training,1-44,1,1,1,Sequential
amount_1,rf,15,training,1-45,1,1,1,Sequential
amount_1,rf,15,training,1-46,1,1,1,Sequential
amount_1,rf,15,training,1-47,1,1,1,Sequential
amount_1,rf,15,training,1-48,1,1,1,Sequential
amount_1,rf,15,training,1-50,1,1,1,Sequential
amount_1,rf,15,training,1-51,1,1,1,Sequential
amount_1,rf,15,training,1-52,1,1,1,Sequential
amount_1,rf,15,training,1-53,1,1,1,Sequential
amount_1,rf,15,training,1-55,1,1,1,Sequential
amount_1,rf,15,training,1-56,1,1,1,Sequential
amount_1,rf,15,training,1-58,1,1,1,Sequential
amount_1,rf,15,training,1-59,1,1,1,Sequential
amount_1,rf,15,training,1-61,1,1,1,Sequential
amount_1,rf,15,training,1-62,1,1,1,Sequential
amount_1,rf,15,training,1-64,1,1,1,Sequential
amount_1,rf,15,training,1-65,1,1,1,Sequential
amount_1,rf,15,training,1-66,1,1,1,Sequential
amount_1,rf,15,training,1-67,1,1,1,Sequential
amount_1,rf,15,training,1-68,1,1,1,Sequential
amount_1,rf,15,training,1-69,1,1,1,Sequential
amount_1,rf,15,training,1-70,1,1,1,Sequential
amount_1,rf,15,training,1-71,1,1,1,Sequential
amount_1,rf,15,training,1-72,1,1,1,Sequential
amount_1,rf,15,training,1-73,1,1,1,Sequential
amount_1,rf,15,training,1-74,1,1,1,Sequential
amount_1,rf,20,testing,1-10,0.9,1,0.8361904761904762,Sequential
amount_1,rf,20,testing,1-11,0.9400000000000001,1,0.9238095238095237,Sequential
amount_1,rf,20,testing,1-13,0.9400000000000001,0.9204365079365079,1,Sequential
amount_1,rf,20,testing,1-14,1,1,1,Sequential
amount_1,rf,20,testing,1-15,0.89,0.9268253968253968,0.9105555555555556,Sequential
amount_1,rf,20,testing,1-16,0.97,0.9439814814814815,1,Sequential
amount_1,rf,20,testing,1-18,0.87,0.9039682539682539,0.9206349206349206,Sequential
amount_1,rf,20,testing,1-19,0.86,1,0.7913095238095237,Sequential
amount_1,rf,20,testing,1-20,0.87,0.9833333333333333,0.8430555555555554,Sequential
amount_1,rf,20,testing,1-21,0.78,0.7830687830687831,0.91654761904761906,Sequential
amount_1,rf,20,testing,1-22,0.9400000000000001,1,0.9204365079365079,Sequential
amount_1,rf,20,testing,1-23,0.9400000000000001,0.9204365079365079,1,Sequential
amount_1,rf,20,testing,1-24,0.8400000000000001,0.8830555555555556,0.9255952380952381,Sequential
amount_1,rf,20,testing,1-25,0.91,0.8629761904761905,1,Sequential
amount_1,rf,20,testing,1-26,0.9400000000000001,1,0.9309920634920635,Sequential
amount_1,rf,20,testing,1-29,0.78,0.7996428571428571,0.9162698412698412,Sequential
amount_1,rf,20,testing,1-30,0.89,0.8830555555555556,1,Sequential
amount_1,rf,20,testing,1-31,0.88,1,0.8494047619047619,Sequential
amount_1,rf,20,testing,1-32,1,1,1,Sequential
amount_1,rf,20,testing,1-37,0.87,1,0.8224206349206348,Sequential
amount_1,rf,20,testing,1-38,0.97,0.9439814814814815,1,Sequential
amount_1,rf,20,testing,1-40,0.96,0.9254629629629629,1,Sequential
amount_1,rf,20,testing,1-41,1,1,1,Sequential
amount_1,rf,20,testing,1-42,0.8,0.7762698412698413,1,Sequential
amount_1,rf,20,testing,1-44,0.79,0.7761111111111112,1,Sequential
amount_1,rf,20,testing,1-45,0.8400000000000001,1,0.798611111111111,Sequential
amount_1,rf,20,testing,1-46,0.91,1,0.8566666666666666,Sequential
amount_1,rf,20,testing,1-47,0.89,0.9241666666666667,0.9527777777777778,Sequential
amount_1,rf,20,testing,1-48,1,1,1,Sequential
amount_1,rf,20,testing,1-50,0.89,0.8830555555555556,1,Sequential
amount_1,rf,20,testing,1-51,0.8400000000000001,1,0.776626984126984,Sequential
amount_1,rf,20,testing,1-52,0.86,0.8413095238095238,0.9857142857142857,Sequential
amount_1,rf,20,testing,1-53,1,1,1,Sequential
amount_1,rf,20,testing,1-55,0.89,0.9282627865961199,0.9243253968253968,Sequential
amount_1,rf,20,testing,1-56,0.96,0.9254629629629629,1,Sequential
amount_1,rf,20,testing,1-58,0.95,1,0.9466666666666667,Sequential
amount_1,rf,20,testing,1-59,0.9400000000000001,1,0.9204365079365079,Sequential
amount_1,rf,20,testing,1-61,0.77,0.7185317460317461,1,Sequential
amount_1,rf,20,testing,1-62,0.87,1,0.8224206349206348,Sequential
amount_1,rf,20,testing,1-64,1,1,1,Sequential
amount_1,rf,20,testing,1-65,0.91,0.895436507936508,1,Sequential
amount_1,rf,20,testing,1-66,0.91,0.8937698412698413,1,Sequential
amount_1,rf,20,testing,1-67,0.99,0.975,1,Sequential
amount_1,rf,20,testing,1-68,0.73,0.6593650793650794,1,Sequential
amount_1,rf,20,testing,1-69,1,1,1,Sequential
amount_1,rf,20,testing,1-70,0.92,0.824047619047619,1,Sequential
amount_1,rf,20,testing,1-71,1,1,1,Sequential
amount_1,rf,20,testing,1-72,0.8500000000000001,1,0.7196428571428571,Sequential
amount_1,rf,20,testing,1-73,0.7,0.7957142857142857,0.6938095238095238,Sequential
amount_1,rf,20,testing,1-74,0.6499999999999999,1,0.2766666666666666,Sequential
amount_1,rf,20,training,1-10,1,1,1,Sequential
amount_1,rf,20,training,1-11,1,1,1,Sequential
amount_1,rf,20,training,1-13,1,1,1,Sequential
amount_1,rf,20,training,1-14,1,1,1,Sequential
amount_1,rf,20,training,1-15,1,1,1,Sequential
amount_1,rf,20,training,1-16,1,1,1,Sequential
amount_1,rf,20,training,1-18,1,1,1,Sequential
amount_1,rf,20,training,1-19,1,1,1,Sequential
amount_1,rf,20,training,1-20,1,1,1,Sequential
amount_1,rf,20,training,1-21,1,1,1,Sequential
amount_1,rf,20,training,1-22,1,1,1,Sequential
amount_1,rf,20,training,1-23,1,1,1,Sequential
amount_1,rf,20,training,1-24,1,1,1,Sequential
amount_1,rf,20,training,1-25,1,1,1,Sequential
amount_1,rf,20,training,1-26,1,1,1,Sequential
amount_1,rf,20,training,1-29,1,1,1,Sequential
amount_1,rf,20,training,1-30,1,1,1,Sequential
amount_1,rf,20,training,1-31,1,1,1,Sequential
amount_1,rf,20,training,1-32,1,1,1,Sequential
amount_1,rf,20,training,1-37,1,1,1,Sequential
amount_1,rf,20,training,1-38,1,1,1,Sequential
amount_1,rf,20,training,1-40,1,1,1,Sequential
amount_1,rf,20,training,1-41,1,1,1,Sequential
amount_1,rf,20,training,1-42,1,1,1,Sequential
amount_1,rf,20,training,1-44,1,1,1,Sequential
amount_1,rf,20,training,1-45,1,1,1,Sequential
amount_1,rf,20,training,1-46,1,1,1,Sequential
amount_1,rf,20,training,1-47,1,1,1,Sequential
amount_1,rf,20,training,1-48,1,1,1,Sequential
amount_1,rf,20,training,1-50,1,1,1,Sequential
amount_1,rf,20,training,1-51,1,1,1,Sequential
amount_1,rf,20,training,1-52,1,1,1,Sequential
amount_1,rf,20,training,1-53,1,1,1,Sequential
amount_1,rf,20,training,1-55,1,1,1,Sequential
amount_1,rf,20,training,1-56,1,1,1,Sequential
amount_1,rf,20,training,1-58,1,1,1,Sequential
