dataset,subject,age,gender,small,large,type,similarity,response_time,difference,ratio,mean_ratio,log_ratio,relative_diff,disparity,salience,discrim,logistic
2,2-17,19,Female,0,5,Delay,1,1.248,5,0,0,-Inf,1,2,1,0,0.0067
2,2-17,19,Female,0,2,Delay,1,0.811,2,0,0,-Inf,1,2,1,0,0.1192
2,2-17,19,Female,6,10,Delay,1,1.466,4,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,0.018
2,2-17,19,Female,0,7,Delay,0,1.17,7,0,0,-Inf,1,2,1,0,9e-4
2,2-17,19,Female,15,20,Delay,1,1.217,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-17,19,Female,0,10,Delay,0,1.076,10,0,0,-Inf,1,2,1,0,0
2,2-17,19,Female,1,10,Delay,1,1.264,9,0.1,0.1818,-2.3026,0.9,1.6364,0.8182,0.1054,1e-4
2,2-17,19,Female,7,10,Delay,1,1.497,3,0.7,0.8235,-0.3567,0.3,0.3529,0.1765,1.204,0.0474
2,2-17,19,Female,10,15,Delay,1,1.451,5,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0067
2,2-17,19,Female,4,5,Delay,1,1.108,1,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.2689
2,2-17,19,Female,20,25,Delay,1,1.076,5,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0067
2,2-17,19,Female,4,10,Delay,0,1.17,6,0.4,0.5714,-0.9163,0.6,0.8571,0.4286,0.5108,0.0025
2,2-17,19,Female,12,15,Delay,1,1.217,3,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0474
2,2-17,19,Female,27,36,Delay,1,1.388,9,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,1e-4
2,2-17,19,Female,9,18,Delay,0,1.607,9,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,1e-4
2,2-17,19,Female,0,4,Delay,1,1.467,4,0,0,-Inf,1,2,1,0,0.018
2,2-17,19,Female,2,10,Delay,0,1.294,8,0.2,0.3333,-1.6094,0.8,1.3333,0.6667,0.2231,3e-4
2,2-17,19,Female,28,35,Delay,1,1.436,7,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,9e-4
2,2-17,19,Female,3,4,Delay,1,0.982,1,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.2689
2,2-17,19,Female,3,10,Delay,0,1.155,7,0.3,0.4615,-1.204,0.7,1.0769,0.5385,0.3567,9e-4
2,2-17,19,Female,0,8,Delay,0,1.607,8,0,0,-Inf,1,2,1,0,3e-4
2,2-18,20,Male,10,15,Amount,0,1.045,5,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0067
2,2-18,20,Male,18,20,Amount,0,0.78,2,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.1192
2,2-18,20,Male,6,10,Amount,0,0.718,4,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,0.018
2,2-18,20,Male,15,20,Amount,0,0.655,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-18,20,Male,8,10,Amount,0,0.608,2,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.1192
2,2-18,20,Male,7,14,Amount,0,0.843,7,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,9e-4
2,2-18,20,Male,12,20,Amount,0,1.061,8,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,3e-4
2,2-18,20,Male,63,70,Amount,0,1.965,7,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,9e-4
2,2-18,20,Male,5,10,Amount,0,0.999,5,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0067
2,2-18,20,Male,3,6,Amount,0,1.544,3,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0474
2,2-18,20,Male,9,10,Amount,1,1.373,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-18,20,Male,21,28,Amount,0,1.419,7,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,9e-4
2,2-18,20,Male,9,18,Amount,0,0.905,9,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,1e-4
2,2-18,20,Male,4,5,Amount,1,1.123,1,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.2689
2,2-18,20,Male,15,20,Amount,0,1.232,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-18,20,Male,27,30,Amount,0,1.451,3,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.0474
2,2-18,20,Male,28,35,Amount,0,1.342,7,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,9e-4
2,2-18,20,Male,16,20,Amount,0,1.513,4,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.018
2,2-18,20,Male,1,10,Amount,0,0.92,9,0.1,0.1818,-2.3026,0.9,1.6364,0.8182,0.1054,1e-4
2,2-18,20,Male,11,20,Amount,0,1.28,9,0.55,0.7097,-0.5978,0.45,0.5806,0.2903,0.7985,1e-4
2,2-18,20,Male,7,10,Amount,0,0.826,3,0.7,0.8235,-0.3567,0.3,0.3529,0.1765,1.204,0.0474
2,2-18,20,Male,81,90,Amount,0,1.825,9,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,1e-4
2,2-18,20,Male,6,9,Amount,0,0.873,3,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0474
2,2-18,20,Male,10,20,Amount,0,0.921,10,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0
2,2-18,20,Male,9,12,Amount,0,0.92,3,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0474
2,2-18,20,Male,19,20,Amount,0,1.201,1,0.95,0.9744,-0.0513,0.05,0.0513,0.0256,2.9957,0.2689
2,2-18,20,Male,14,21,Amount,0,1.732,7,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,9e-4
2,2-18,20,Male,20,25,Amount,0,0.858,5,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0067
2,2-18,20,Male,14,20,Amount,0,0.718,6,0.7,0.8235,-0.3567,0.3,0.3529,0.1765,1.204,0.0025
2,2-18,20,Male,2,10,Amount,0,1.357,8,0.2,0.3333,-1.6094,0.8,1.3333,0.6667,0.2231,3e-4
2,2-18,20,Male,17,20,Amount,0,0.874,3,0.85,0.9189,-0.1625,0.15,0.1622,0.0811,1.8971,0.0474
2,2-18,20,Male,36,45,Amount,0,1.123,9,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,1e-4
2,2-18,20,Male,1,2,Amount,1,1.56,1,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.2689
2,2-18,20,Male,3,4,Amount,1,1.56,1,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.2689
2,2-18,20,Male,2,3,Amount,1,0.873,1,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.2689
2,2-18,20,Male,9,10,Amount,1,0.858,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-18,20,Male,4,10,Amount,1,0.827,6,0.4,0.5714,-0.9163,0.6,0.8571,0.4286,0.5108,0.0025
2,2-18,20,Male,27,36,Amount,0,1.763,9,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,1e-4
2,2-18,20,Male,13,20,Amount,0,1.326,7,0.65,0.7879,-0.4308,0.35,0.4242,0.2121,1.0498,9e-4
2,2-18,20,Male,3,10,Amount,0,0.951,7,0.3,0.4615,-1.204,0.7,1.0769,0.5385,0.3567,9e-4
2,2-18,20,Male,18,27,Amount,0,0.983,9,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,1e-4
2,2-18,20,Male,12,15,Amount,0,0.936,3,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0474
2,2-18,20,Male,45,50,Amount,0,1.154,5,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.0067
2,2-18,20,Male,9,10,Delay,1,2.637,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-18,20,Male,0,5,Delay,0,1.295,5,0,0,-Inf,1,2,1,0,0.0067
2,2-18,20,Male,2,10,Delay,0,0.873,8,0.2,0.3333,-1.6094,0.8,1.3333,0.6667,0.2231,3e-4
2,2-18,20,Male,9,12,Delay,0,1.014,3,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0474
2,2-18,20,Male,0,8,Delay,0,1.061,8,0,0,-Inf,1,2,1,0,3e-4
2,2-18,20,Male,45,50,Delay,0,1.108,5,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.0067
2,2-18,20,Male,15,20,Delay,0,0.858,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-18,20,Male,3,6,Delay,0,1.248,3,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0474
2,2-18,20,Male,7,14,Delay,0,0.717,7,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,9e-4
2,2-18,20,Male,5,10,Delay,0,1.061,5,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0067
2,2-18,20,Male,6,10,Delay,0,0.795,4,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,0.018
2,2-18,20,Male,0,2,Delay,0,1.342,2,0,0,-Inf,1,2,1,0,0.1192
2,2-18,20,Male,0,1,Delay,1,1.138,1,0,0,-Inf,1,2,1,0,0.2689
2,2-18,20,Male,27,30,Delay,0,1.154,3,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.0474
2,2-18,20,Male,7,10,Delay,0,1.529,3,0.7,0.8235,-0.3567,0.3,0.3529,0.1765,1.204,0.0474
2,2-18,20,Male,21,28,Delay,0,1.217,7,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,9e-4
2,2-18,20,Male,9,10,Delay,1,1.201,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-18,20,Male,63,70,Delay,0,0.967,7,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,9e-4
2,2-18,20,Male,27,36,Delay,0,0.515,9,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,1e-4
2,2-18,20,Male,0,3,Delay,0,0.796,3,0,0,-Inf,1,2,1,0,0.0474
2,2-18,20,Male,0,10,Delay,0,0.795,10,0,0,-Inf,1,2,1,0,0
2,2-18,20,Male,12,15,Delay,0,0.702,3,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0474
2,2-18,20,Male,0,6,Delay,0,0.718,6,0,0,-Inf,1,2,1,0,0.0025
2,2-18,20,Male,6,9,Delay,0,0.795,3,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0474
2,2-18,20,Male,14,21,Delay,0,0.718,7,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,9e-4
2,2-18,20,Male,1,2,Delay,1,1.513,1,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.2689
2,2-18,20,Male,28,35,Delay,0,0.827,7,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,9e-4
2,2-18,20,Male,2,3,Delay,0,0.983,1,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.2689
2,2-18,20,Male,18,27,Delay,0,1.107,9,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,1e-4
2,2-18,20,Male,4,5,Delay,1,1.311,1,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.2689
2,2-18,20,Male,0,9,Delay,0,1.294,9,0,0,-Inf,1,2,1,0,1e-4
2,2-18,20,Male,8,10,Delay,0,1.139,2,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.1192
2,2-18,20,Male,3,10,Delay,0,0.78,7,0.3,0.4615,-1.204,0.7,1.0769,0.5385,0.3567,9e-4
2,2-18,20,Male,0,4,Delay,0,1.591,4,0,0,-Inf,1,2,1,0,0.018
2,2-18,20,Male,3,4,Delay,1,1.155,1,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.2689
2,2-18,20,Male,36,45,Delay,0,0.905,9,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,1e-4
2,2-18,20,Male,4,10,Delay,0,1.076,6,0.4,0.5714,-0.9163,0.6,0.8571,0.4286,0.5108,0.0025
2,2-18,20,Male,0,7,Delay,0,1.56,7,0,0,-Inf,1,2,1,0,9e-4
2,2-18,20,Male,9,18,Delay,0,0.764,9,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,1e-4
2,2-18,20,Male,20,25,Delay,0,0.78,5,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0067
2,2-18,20,Male,10,15,Delay,0,0.795,5,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0067
2,2-18,20,Male,1,10,Delay,0,0.889,9,0.1,0.1818,-2.3026,0.9,1.6364,0.8182,0.1054,1e-4
2,2-20,18,Female,8,10,Amount,1,2.231,2,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.1192
2,2-20,18,Female,2,10,Amount,0,1.435,8,0.2,0.3333,-1.6094,0.8,1.3333,0.6667,0.2231,3e-4
2,2-20,18,Female,13,20,Amount,0,2.059,7,0.65,0.7879,-0.4308,0.35,0.4242,0.2121,1.0498,9e-4
2,2-20,18,Female,3,4,Amount,1,1.498,1,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.2689
2,2-20,18,Female,11,20,Amount,0,2.309,9,0.55,0.7097,-0.5978,0.45,0.5806,0.2903,0.7985,1e-4
2,2-20,18,Female,3,10,Amount,0,3.369,7,0.3,0.4615,-1.204,0.7,1.0769,0.5385,0.3567,9e-4
2,2-20,18,Female,12,15,Amount,1,1.404,3,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0474
2,2-20,18,Female,12,20,Amount,0,1.202,8,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,3e-4
2,2-20,18,Female,7,10,Amount,1,3.322,3,0.7,0.8235,-0.3567,0.3,0.3529,0.1765,1.204,0.0474
2,2-20,18,Female,10,20,Amount,0,1.545,10,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0
2,2-20,18,Female,17,20,Amount,1,1.357,3,0.85,0.9189,-0.1625,0.15,0.1622,0.0811,1.8971,0.0474
2,2-20,18,Female,14,20,Amount,0,1.357,6,0.7,0.8235,-0.3567,0.3,0.3529,0.1765,1.204,0.0025
2,2-20,18,Female,9,10,Amount,1,1.435,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-20,18,Female,1,10,Amount,0,1.264,9,0.1,0.1818,-2.3026,0.9,1.6364,0.8182,0.1054,1e-4
2,2-20,18,Female,21,28,Amount,1,4.898,7,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,9e-4
2,2-20,18,Female,28,35,Amount,1,2.06,7,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,9e-4
2,2-20,18,Female,7,14,Amount,0,1.731,7,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,9e-4
2,2-20,18,Female,3,6,Amount,0,6.287,3,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0474
2,2-20,18,Female,9,18,Amount,0,1.326,9,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,1e-4
2,2-20,18,Female,27,30,Amount,1,1.607,3,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.0474
2,2-20,18,Female,36,45,Amount,1,2.496,9,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,1e-4
2,2-20,18,Female,9,10,Amount,1,2.496,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-20,18,Female,2,3,Amount,1,1.638,1,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.2689
2,2-20,18,Female,63,70,Amount,1,1.887,7,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,9e-4
2,2-20,18,Female,45,50,Amount,1,1.482,5,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.0067
2,2-20,18,Female,19,20,Amount,1,1.154,1,0.95,0.9744,-0.0513,0.05,0.0513,0.0256,2.9957,0.2689
2,2-20,18,Female,10,15,Amount,1,2.231,5,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0067
2,2-20,18,Female,20,25,Amount,1,1.03,5,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0067
2,2-20,18,Female,1,2,Amount,1,1.544,1,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.2689
2,2-20,18,Female,27,36,Amount,0,3.37,9,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,1e-4
2,2-20,18,Female,18,20,Amount,1,2.121,2,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.1192
2,2-20,18,Female,14,21,Amount,0,2.621,7,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,9e-4
2,2-20,18,Female,18,27,Amount,0,1.357,9,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,1e-4
2,2-20,18,Female,81,90,Amount,1,1.888,9,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,1e-4
2,2-20,18,Female,4,5,Amount,1,1.435,1,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.2689
2,2-20,18,Female,6,10,Amount,1,2.293,4,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,0.018
2,2-20,18,Female,6,9,Amount,1,1.311,3,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0474
2,2-20,18,Female,5,10,Amount,0,2.558,5,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0067
2,2-20,18,Female,15,20,Amount,0,9.189,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-20,18,Female,4,10,Amount,0,1.263,6,0.4,0.5714,-0.9163,0.6,0.8571,0.4286,0.5108,0.0025
2,2-20,18,Female,16,20,Amount,0,1.498,4,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.018
2,2-20,18,Female,15,20,Amount,0,1.029,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-20,18,Female,9,12,Amount,1,4.509,3,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0474
2,2-20,18,Female,0,5,Delay,0,2.949,5,0,0,-Inf,1,2,1,0,0.0067
2,2-20,18,Female,36,45,Delay,1,2.745,9,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,1e-4
2,2-20,18,Female,4,10,Delay,0,1.982,6,0.4,0.5714,-0.9163,0.6,0.8571,0.4286,0.5108,0.0025
2,2-20,18,Female,2,10,Delay,0,1.029,8,0.2,0.3333,-1.6094,0.8,1.3333,0.6667,0.2231,3e-4
2,2-20,18,Female,12,15,Delay,1,1.357,3,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0474
2,2-20,18,Female,1,2,Delay,1,2.184,1,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.2689
2,2-20,18,Female,9,18,Delay,0,2.777,9,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,1e-4
2,2-20,18,Female,21,28,Delay,0,6.24,7,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,9e-4
2,2-20,18,Female,0,10,Delay,0,1.81,10,0,0,-Inf,1,2,1,0,0
2,2-20,18,Female,45,50,Delay,1,1.965,5,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.0067
2,2-20,18,Female,10,15,Delay,1,3.635,5,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0067
2,2-20,18,Female,0,2,Delay,0,3.417,2,0,0,-Inf,1,2,1,0,0.1192
2,2-20,18,Female,8,10,Delay,1,5.616,2,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.1192
2,2-20,18,Female,9,12,Delay,0,4.976,3,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0474
2,2-20,18,Female,63,70,Delay,1,1.841,7,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,9e-4
2,2-20,18,Female,0,6,Delay,0,1.56,6,0,0,-Inf,1,2,1,0,0.0025
2,2-20,18,Female,3,6,Delay,1,2.948,3,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0474
2,2-20,18,Female,15,20,Delay,1,5.023,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-20,18,Female,9,10,Delay,1,3.806,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-20,18,Female,3,4,Delay,1,1.482,1,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.2689
2,2-20,18,Female,9,10,Delay,1,1.482,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-20,18,Female,6,10,Delay,1,3.416,4,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,0.018
2,2-20,18,Female,7,14,Delay,0,2.855,7,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,9e-4
2,2-20,18,Female,4,5,Delay,1,4.353,1,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.2689
2,2-20,18,Female,0,4,Delay,0,1.138,4,0,0,-Inf,1,2,1,0,0.018
2,2-20,18,Female,27,30,Delay,1,1.794,3,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.0474
2,2-20,18,Female,6,9,Delay,1,3.526,3,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0474
2,2-20,18,Female,2,3,Delay,1,1.451,1,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.2689
2,2-20,18,Female,0,7,Delay,0,1.357,7,0,0,-Inf,1,2,1,0,9e-4
2,2-20,18,Female,20,25,Delay,1,4.337,5,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0067
2,2-20,18,Female,28,35,Delay,0,2.199,7,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,9e-4
2,2-20,18,Female,0,9,Delay,0,0.983,9,0,0,-Inf,1,2,1,0,1e-4
2,2-20,18,Female,7,10,Delay,1,1.919,3,0.7,0.8235,-0.3567,0.3,0.3529,0.1765,1.204,0.0474
2,2-20,18,Female,0,1,Delay,1,2.824,1,0,0,-Inf,1,2,1,0,0.2689
2,2-20,18,Female,3,10,Delay,0,4.524,7,0.3,0.4615,-1.204,0.7,1.0769,0.5385,0.3567,9e-4
2,2-20,18,Female,14,21,Delay,0,4.243,7,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,9e-4
2,2-20,18,Female,1,10,Delay,0,2.059,9,0.1,0.1818,-2.3026,0.9,1.6364,0.8182,0.1054,1e-4
2,2-20,18,Female,18,27,Delay,0,1.903,9,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,1e-4
2,2-20,18,Female,0,8,Delay,0,1.155,8,0,0,-Inf,1,2,1,0,3e-4
2,2-20,18,Female,5,10,Delay,1,5.257,5,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0067
2,2-20,18,Female,27,36,Delay,0,6.303,9,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,1e-4
2,2-20,18,Female,0,3,Delay,0,2.948,3,0,0,-Inf,1,2,1,0,0.0474
2,2-21,20,Male,10,20,Amount,0,5.117,10,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0
2,2-21,20,Male,6,10,Amount,1,2.387,4,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,0.018
2,2-21,20,Male,10,15,Amount,1,2.636,5,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,0.0067
2,2-21,20,Male,9,12,Amount,1,5.523,3,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0474
2,2-21,20,Male,4,10,Amount,0,1.606,6,0.4,0.5714,-0.9163,0.6,0.8571,0.4286,0.5108,0.0025
2,2-21,20,Male,28,35,Amount,1,2.684,7,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,9e-4
2,2-21,20,Male,27,36,Amount,1,4.071,9,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,1e-4
2,2-21,20,Male,18,27,Amount,0,2.153,9,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,1e-4
2,2-21,20,Male,3,4,Amount,1,2.574,1,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.2689
2,2-21,20,Male,14,21,Amount,0,3.994,7,0.6667,0.8,-0.4055,0.3333,0.4,0.2,1.0986,9e-4
2,2-21,20,Male,1,10,Amount,0,4.009,9,0.1,0.1818,-2.3026,0.9,1.6364,0.8182,0.1054,1e-4
2,2-21,20,Male,63,70,Amount,1,17.878,7,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,9e-4
2,2-21,20,Male,11,20,Amount,0,1.544,9,0.55,0.7097,-0.5978,0.45,0.5806,0.2903,0.7985,1e-4
2,2-21,20,Male,36,45,Amount,0,5.226,9,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,1e-4
2,2-21,20,Male,17,20,Amount,1,2.231,3,0.85,0.9189,-0.1625,0.15,0.1622,0.0811,1.8971,0.0474
2,2-21,20,Male,20,25,Amount,1,3.151,5,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.0067
2,2-21,20,Male,16,20,Amount,1,5.912,4,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.018
2,2-21,20,Male,18,20,Amount,1,2.309,2,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.1192
2,2-21,20,Male,15,20,Amount,1,8.003,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-21,20,Male,21,28,Amount,0,4.399,7,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,9e-4
2,2-21,20,Male,9,10,Amount,1,3.276,1,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,0.2689
2,2-21,20,Male,15,20,Amount,0,3.932,5,0.75,0.8571,-0.2877,0.25,0.2857,0.1429,1.3863,0.0067
2,2-21,20,Male,14,20,Amount,0,4.977,6,0.7,0.8235,-0.3567,0.3,0.3529,0.1765,1.204,0.0025
2,2-21,20,Male,12,20,Amount,0,2.854,8,0.6,0.75,-0.5108,0.4,0.5,0.25,0.9163,3e-4
2,2-21,20,Male,3,10,Amount,0,6.849,7,0.3,0.4615,-1.204,0.7,1.0769,0.5385,0.3567,9e-4
2,2-21,20,Male,8,10,Amount,1,2.886,2,0.8,0.8889,-0.2231,0.2,0.2222,0.1111,1.6094,0.1192
2,2-21,20,Male,81,90,Amount,1,1.935,9,0.9,0.9474,-0.1054,0.1,0.1053,0.0526,2.3026,1e-4
2,2-21,20,Male,3,6,Amount,0,2.543,3,0.5,0.6667,-0.6931,0.5,0.6667,0.3333,0.6931,0.0474
