"location","participant","stimulus_set","model","error_rate","frequentist_fit","bayesian_fit","log10_bayes_factor"
"MPI",1,"1","Noisy-I",0.1,0,0,-188.63
"MPI",1,"1","Noisy-I",0.25,0,0,-111.87
"MPI",1,"1","Noisy-I",0.5,0,0,-54.42
"MPI",1,"1","Noisy-LO",0.1,1,1,5.48
"MPI",1,"1","Noisy-LO",0.25,1,1,3.56
"MPI",1,"1","Noisy-LO",0.5,1,1,0.93
"MPI",1,"1","Noisy-LO-mix",0.1,1,1,0.49
"MPI",1,"1","Noisy-LO-mix",0.25,1,1,0.54
"MPI",1,"1","Noisy-LO-mix",0.5,1,1,0.08
"MPI",1,"1","Noisy-P",0.1,1,1,7.56
"MPI",1,"1","Noisy-P",0.25,1,1,5.64
"MPI",1,"1","Noisy-P",0.5,1,1,3
"MPI",1,"1","Noisy-PI",0.1,1,1,7.26
"MPI",1,"1","Noisy-PI",0.25,1,1,5.34
"MPI",1,"1","Noisy-PI",0.5,1,1,2.7
"MPI",1,"1","Noisy-PI-mix",0.1,1,1,5.81
"MPI",1,"1","Noisy-PI-mix",0.25,1,1,4.16
"MPI",1,"1","Noisy-PI-mix",0.5,1,1,1.66
"MPI",1,"1","Random-LO",NA,1,1,0.33
"MPI",1,"1","Random-LOT",NA,0,0,-3.16
"MPI",1,"2","Noisy-I",0.1,0,0,-187.24
"MPI",1,"2","Noisy-I",0.25,0,0,-110.95
"MPI",1,"2","Noisy-I",0.5,0,0,-53.95
"MPI",1,"2","Noisy-LO",0.1,1,0,4.84
"MPI",1,"2","Noisy-LO",0.25,1,1,3.33
"MPI",1,"2","Noisy-LO",0.5,1,1,0.91
"MPI",1,"2","Noisy-LO-mix",0.1,1,1,-0.27
"MPI",1,"2","Noisy-LO-mix",0.25,1,1,-0.09
"MPI",1,"2","Noisy-LO-mix",0.5,1,1,-0.14
"MPI",1,"2","Noisy-P",0.1,1,0,6.92
"MPI",1,"2","Noisy-P",0.25,1,1,5.41
"MPI",1,"2","Noisy-P",0.5,1,1,2.99
"MPI",1,"2","Noisy-PI",0.1,1,0,6.61
"MPI",1,"2","Noisy-PI",0.25,1,1,5.11
"MPI",1,"2","Noisy-PI",0.5,1,1,2.69
"MPI",1,"2","Noisy-PI-mix",0.1,1,1,5.2
"MPI",1,"2","Noisy-PI-mix",0.25,1,1,3.96
"MPI",1,"2","Noisy-PI-mix",0.5,1,1,1.9
"MPI",1,"2","Random-LO",NA,1,1,-0.71
"MPI",1,"2","Random-LOT",NA,0,0,-5.75
"MPI",1,"3","Noisy-I",0.1,0,0,-193.16
"MPI",1,"3","Noisy-I",0.25,0,0,-114.99
"MPI",1,"3","Noisy-I",0.5,0,0,-56.18
"MPI",1,"3","Noisy-LO",0.1,1,1,6.98
"MPI",1,"3","Noisy-LO",0.25,1,1,3.91
"MPI",1,"3","Noisy-LO",0.5,1,1,0.93
"MPI",1,"3","Noisy-LO-mix",0.1,1,1,0.09
"MPI",1,"3","Noisy-LO-mix",0.25,1,1,0.57
"MPI",1,"3","Noisy-LO-mix",0.5,1,1,-0.73
"MPI",1,"3","Noisy-P",0.1,1,1,9.06
"MPI",1,"3","Noisy-P",0.25,1,1,5.99
"MPI",1,"3","Noisy-P",0.5,1,1,3.01
"MPI",1,"3","Noisy-PI",0.1,1,1,8.76
"MPI",1,"3","Noisy-PI",0.25,1,1,5.69
"MPI",1,"3","Noisy-PI",0.5,1,1,2.71
"MPI",1,"3","Noisy-PI-mix",0.1,1,1,7.22
"MPI",1,"3","Noisy-PI-mix",0.25,1,1,4.51
"MPI",1,"3","Noisy-PI-mix",0.5,1,1,1.85
"MPI",1,"3","Random-LO",NA,1,1,-0.29
"MPI",1,"3","Random-LOT",NA,0,0,-5.76
"MPI",1,"4","Noisy-I",0.1,0,0,-193.49
"MPI",1,"4","Noisy-I",0.25,0,0,-115.31
"MPI",1,"4","Noisy-I",0.5,0,0,-56.5
"MPI",1,"4","Noisy-LO",0.1,1,1,6.87
"MPI",1,"4","Noisy-LO",0.25,1,1,3.89
"MPI",1,"4","Noisy-LO",0.5,1,1,0.93
"MPI",1,"4","Noisy-LO-mix",0.1,1,1,0.2
"MPI",1,"4","Noisy-LO-mix",0.25,1,1,-0.27
"MPI",1,"4","Noisy-LO-mix",0.5,1,1,-0.66
"MPI",1,"4","Noisy-P",0.1,1,1,8.95
"MPI",1,"4","Noisy-P",0.25,1,1,5.97
"MPI",1,"4","Noisy-P",0.5,1,1,3.01
"MPI",1,"4","Noisy-PI",0.1,1,1,8.65
"MPI",1,"4","Noisy-PI",0.25,1,1,5.67
"MPI",1,"4","Noisy-PI",0.5,1,1,2.71
"MPI",1,"4","Noisy-PI-mix",0.1,1,1,7.11
"MPI",1,"4","Noisy-PI-mix",0.25,1,1,4.49
"MPI",1,"4","Noisy-PI-mix",0.5,1,1,1.84
"MPI",1,"4","Random-LO",NA,1,1,-0.17
"MPI",1,"4","Random-LOT",NA,0,0,-4.41
"MPI",1,"5","Noisy-I",0.1,0,0,-193.49
"MPI",1,"5","Noisy-I",0.25,0,0,-115.31
"MPI",1,"5","Noisy-I",0.5,0,0,-56.5
"MPI",1,"5","Noisy-LO",0.1,1,1,6.87
"MPI",1,"5","Noisy-LO",0.25,1,1,3.89
"MPI",1,"5","Noisy-LO",0.5,1,1,0.93
"MPI",1,"5","Noisy-LO-mix",0.1,1,1,0.45
"MPI",1,"5","Noisy-LO-mix",0.25,1,1,0.05
"MPI",1,"5","Noisy-LO-mix",0.5,1,1,-1.01
"MPI",1,"5","Noisy-P",0.1,1,1,8.95
"MPI",1,"5","Noisy-P",0.25,1,1,5.97
"MPI",1,"5","Noisy-P",0.5,1,1,3.01
"MPI",1,"5","Noisy-PI",0.1,1,1,8.65
"MPI",1,"5","Noisy-PI",0.25,1,1,5.67
"MPI",1,"5","Noisy-PI",0.5,1,1,2.71
"MPI",1,"5","Noisy-PI-mix",0.1,1,1,7.11
"MPI",1,"5","Noisy-PI-mix",0.25,1,1,4.48
"MPI",1,"5","Noisy-PI-mix",0.5,1,1,1.83
"MPI",1,"5","Random-LO",NA,1,1,0.29
"MPI",1,"5","Random-LOT",NA,0,0,-4.37
"MPI",2,"1","Noisy-I",0.1,0,0,-184.69
"MPI",2,"1","Noisy-I",0.25,0,0,-108.41
"MPI",2,"1","Noisy-I",0.5,0,0,-51.45
"MPI",2,"1","Noisy-LO",0.1,1,1,6.17
"MPI",2,"1","Noisy-LO",0.25,1,1,3.84
"MPI",2,"1","Noisy-LO",0.5,1,1,0.93
"MPI",2,"1","Noisy-LO-mix",0.1,1,1,0.64
"MPI",2,"1","Noisy-LO-mix",0.25,1,1,0.09
"MPI",2,"1","Noisy-LO-mix",0.5,1,1,-0.56
"MPI",2,"1","Noisy-P",0.1,1,1,8.25
"MPI",2,"1","Noisy-P",0.25,1,1,5.92
"MPI",2,"1","Noisy-P",0.5,1,1,3.01
"MPI",2,"1","Noisy-PI",0.1,1,1,7.95
"MPI",2,"1","Noisy-PI",0.25,1,1,5.62
"MPI",2,"1","Noisy-PI",0.5,1,1,2.71
"MPI",2,"1","Noisy-PI-mix",0.1,1,1,6.58
"MPI",2,"1","Noisy-PI-mix",0.25,1,1,4.44
"MPI",2,"1","Noisy-PI-mix",0.5,1,1,1.84
"MPI",2,"1","Random-LO",NA,1,1,0.67
"MPI",2,"1","Random-LOT",NA,0,0,-2.38
"MPI",2,"2","Noisy-I",0.1,0,0,-188.16
"MPI",2,"2","Noisy-I",0.25,0,0,-111.4
"MPI",2,"2","Noisy-I",0.5,0,0,-53.96
"MPI",2,"2","Noisy-LO",0.1,1,1,5.78
"MPI",2,"2","Noisy-LO",0.25,1,1,3.7
"MPI",2,"2","Noisy-LO",0.5,1,1,0.93
"MPI",2,"2","Noisy-LO-mix",0.1,1,1,0.2
"MPI",2,"2","Noisy-LO-mix",0.25,1,1,0.88
"MPI",2,"2","Noisy-LO-mix",0.5,1,1,0.28
"MPI",2,"2","Noisy-P",0.1,1,1,7.86
"MPI",2,"2","Noisy-P",0.25,1,1,5.78
"MPI",2,"2","Noisy-P",0.5,1,1,3.01
"MPI",2,"2","Noisy-PI",0.1,1,1,7.56
"MPI",2,"2","Noisy-PI",0.25,1,1,5.48
"MPI",2,"2","Noisy-PI",0.5,1,1,2.71
"MPI",2,"2","Noisy-PI-mix",0.1,1,1,6.1
"MPI",2,"2","Noisy-PI-mix",0.25,1,1,4.3
"MPI",2,"2","Noisy-PI-mix",0.5,1,1,2.44
"MPI",2,"2","Random-LO",NA,1,1,-0.84
"MPI",2,"2","Random-LOT",NA,0,0,-5.2
"MPI",2,"3","Noisy-I",0.1,0,0,-187.49
"MPI",2,"3","Noisy-I",0.25,0,0,-110.74
"MPI",2,"3","Noisy-I",0.5,0,0,-53.3
"MPI",2,"3","Noisy-LO",0.1,1,1,6.1
"MPI",2,"3","Noisy-LO",0.25,1,1,3.8
"MPI",2,"3","Noisy-LO",0.5,1,1,0.93
"MPI",2,"3","Noisy-LO-mix",0.1,1,1,0.58
"MPI",2,"3","Noisy-LO-mix",0.25,1,1,0.08
"MPI",2,"3","Noisy-LO-mix",0.5,1,1,-0.86
"MPI",2,"3","Noisy-P",0.1,1,1,8.18
"MPI",2,"3","Noisy-P",0.25,1,1,5.88
"MPI",2,"3","Noisy-P",0.5,1,1,3.01
"MPI",2,"3","Noisy-PI",0.1,1,1,7.88
"MPI",2,"3","Noisy-PI",0.25,1,1,5.58
"MPI",2,"3","Noisy-PI",0.5,1,1,2.71
"MPI",2,"3","Noisy-PI-mix",0.1,1,1,6.43
"MPI",2,"3","Noisy-PI-mix",0.25,1,1,4.4
"MPI",2,"3","Noisy-PI-mix",0.5,1,1,1.85
"MPI",2,"3","Random-LO",NA,1,1,0.56
"MPI",2,"3","Random-LOT",NA,0,0,-3
"MPI",2,"4","Noisy-I",0.1,0,0,-200
"MPI",2,"4","Noisy-I",0.25,0,0,-120.41
"MPI",2,"4","Noisy-I",0.5,0,0,-60.21
"MPI",2,"4","Noisy-LO",0.1,1,1,7.42
"MPI",2,"4","Noisy-LO",0.25,1,1,3.93
"MPI",2,"4","Noisy-LO",0.5,1,1,0.93
"MPI",2,"4","Noisy-LO-mix",0.1,1,1,-0.39
"MPI",2,"4","Noisy-LO-mix",0.25,1,1,0.04
"MPI",2,"4","Noisy-LO-mix",0.5,1,1,-1.36
"MPI",2,"4","Noisy-P",0.1,1,1,9.5
"MPI",2,"4","Noisy-P",0.25,1,1,6.01
"MPI",2,"4","Noisy-P",0.5,1,1,3.01
"MPI",2,"4","Noisy-PI",0.1,1,1,9.2
"MPI",2,"4","Noisy-PI",0.25,1,1,5.71
"MPI",2,"4","Noisy-PI",0.5,1,1,2.71
"MPI",2,"4","Noisy-PI-mix",0.1,1,1,7.6
"MPI",2,"4","Noisy-PI-mix",0.25,1,1,4.55
"MPI",2,"4","Noisy-PI-mix",0.5,1,1,1.59
"MPI",2,"4","Random-LO",NA,1,1,-0.87
"MPI",2,"4","Random-LOT",NA,0,0,-6.82
"MPI",2,"5","Noisy-I",0.1,0,0,-191.21
"MPI",2,"5","Noisy-I",0.25,0,0,-113.51
"MPI",2,"5","Noisy-I",0.5,0,0,-55.16
"MPI",2,"5","Noisy-LO",0.1,1,1,6.72
"MPI",2,"5","Noisy-LO",0.25,1,1,3.88
"MPI",2,"5","Noisy-LO",0.5,1,1,0.93
"MPI",2,"5","Noisy-LO-mix",0.1,1,0,0.25
"MPI",2,"5","Noisy-LO-mix",0.25,1,0,-0.1
"MPI",2,"5","Noisy-LO-mix",0.5,1,1,-0.54
"MPI",2,"5","Noisy-P",0.1,1,1,8.8
"MPI",2,"5","Noisy-P",0.25,1,1,5.96
"MPI",2,"5","Noisy-P",0.5,1,1,3.01
"MPI",2,"5","Noisy-PI",0.1,1,1,8.5
"MPI",2,"5","Noisy-PI",0.25,1,1,5.66
"MPI",2,"5","Noisy-PI",0.5,1,1,2.71
"MPI",2,"5","Noisy-PI-mix",0.1,1,1,6.99
"MPI",2,"5","Noisy-PI-mix",0.25,1,1,4.48
"MPI",2,"5","Noisy-PI-mix",0.5,1,1,1.86
"MPI",2,"5","Random-LO",NA,1,1,0.03
"MPI",2,"5","Random-LOT",NA,0,0,-4.32
"MPI",3,"1","Noisy-I",0.1,0,0,-74.87
"MPI",3,"1","Noisy-I",0.25,0,0,-32.26
"MPI",3,"1","Noisy-I",0.5,0,0,-7.05
"MPI",3,"1","Noisy-LO",0.1,0,0,-26.38
"MPI",3,"1","Noisy-LO",0.25,0,0,-6.43
"MPI",3,"1","Noisy-LO",0.5,1,1,0.35
"MPI",3,"1","Noisy-LO-mix",0.1,1,1,0.87
"MPI",3,"1","Noisy-LO-mix",0.25,1,1,0.54
"MPI",3,"1","Noisy-LO-mix",0.5,1,1,0.17
"MPI",3,"1","Noisy-P",0.1,0,0,-32.64
"MPI",3,"1","Noisy-P",0.25,0,0,-9.07
"MPI",3,"1","Noisy-P",0.5,1,1,0.53
"MPI",3,"1","Noisy-PI",0.1,0,0,-32.94
"MPI",3,"1","Noisy-PI",0.25,0,0,-9.37
"MPI",3,"1","Noisy-PI",0.5,1,1,0.23
"MPI",3,"1","Noisy-PI-mix",0.1,0,1,1.3
"MPI",3,"1","Noisy-PI-mix",0.25,1,1,1.72
"MPI",3,"1","Noisy-PI-mix",0.5,1,1,1.6
"MPI",3,"1","Random-LO",NA,1,1,1.12
"MPI",3,"1","Random-LOT",NA,1,1,1.13
"MPI",3,"2","Noisy-I",0.1,0,0,-149.07
"MPI",3,"2","Noisy-I",0.25,0,0,-83.07
"MPI",3,"2","Noisy-I",0.5,0,0,-35.73
"MPI",3,"2","Noisy-LO",0.1,0,0,-5.42
"MPI",3,"2","Noisy-LO",0.25,0,0,-0.64
"MPI",3,"2","Noisy-LO",0.5,1,1,-0.08
"MPI",3,"2","Noisy-LO-mix",0.1,1,1,-0.2
"MPI",3,"2","Noisy-LO-mix",0.25,1,1,-0.06
"MPI",3,"2","Noisy-LO-mix",0.5,1,1,0.09
"MPI",3,"2","Noisy-P",0.1,0,0,-3.34
"MPI",3,"2","Noisy-P",0.25,0,0,1.44
"MPI",3,"2","Noisy-P",0.5,1,1,1.98
"MPI",3,"2","Noisy-PI",0.1,0,0,-3.64
"MPI",3,"2","Noisy-PI",0.25,0,0,1.13
"MPI",3,"2","Noisy-PI",0.5,1,1,1.68
"MPI",3,"2","Noisy-PI-mix",0.1,0,0,-0.63
"MPI",3,"2","Noisy-PI-mix",0.25,0,0,0.75
"MPI",3,"2","Noisy-PI-mix",0.5,1,1,1.13
"MPI",3,"2","Random-LO",NA,1,1,-0.57
"MPI",3,"2","Random-LOT",NA,0,1,-1.78
"MPI",3,"3","Noisy-I",0.1,0,0,-157.3
"MPI",3,"3","Noisy-I",0.25,0,0,-87.62
"MPI",3,"3","Noisy-I",0.5,0,0,-37.11
"MPI",3,"3","Noisy-LO",0.1,1,1,2.28
"MPI",3,"3","Noisy-LO",0.25,1,1,3.3
"MPI",3,"3","Noisy-LO",0.5,1,1,0.93
"MPI",3,"3","Noisy-LO-mix",0.1,1,1,0.73
"MPI",3,"3","Noisy-LO-mix",0.25,1,1,0.52
"MPI",3,"3","Noisy-LO-mix",0.5,1,1,0.18
"MPI",3,"3","Noisy-P",0.1,1,1,4.36
"MPI",3,"3","Noisy-P",0.25,1,1,5.38
"MPI",3,"3","Noisy-P",0.5,1,1,3.01
"MPI",3,"3","Noisy-PI",0.1,1,1,4.06
"MPI",3,"3","Noisy-PI",0.25,1,1,5.08
"MPI",3,"3","Noisy-PI",0.5,1,1,2.71
"MPI",3,"3","Noisy-PI-mix",0.1,1,1,4.89
"MPI",3,"3","Noisy-PI-mix",0.25,1,1,4.11
"MPI",3,"3","Noisy-PI-mix",0.5,1,1,1.98
"MPI",3,"3","Random-LO",NA,0,1,0.67
"MPI",3,"3","Random-LOT",NA,0,1,-1.72
"MPI",3,"4","Noisy-I",0.1,0,0,-175.92
"MPI",3,"4","Noisy-I",0.25,0,0,-102
"MPI",3,"4","Noisy-I",0.5,0,0,-47.32
"MPI",3,"4","Noisy-LO",0.1,1,1,4.27
"MPI",3,"4","Noisy-LO",0.25,1,1,3.46
"MPI",3,"4","Noisy-LO",0.5,1,1,0.93
"MPI",3,"4","Noisy-LO-mix",0.1,1,1,0.62
"MPI",3,"4","Noisy-LO-mix",0.25,1,1,0.5
"MPI",3,"4","Noisy-LO-mix",0.5,1,1,0.37
"MPI",3,"4","Noisy-P",0.1,1,1,6.35
"MPI",3,"4","Noisy-P",0.25,1,1,5.54
"MPI",3,"4","Noisy-P",0.5,1,1,3
"MPI",3,"4","Noisy-PI",0.1,1,1,6.05
"MPI",3,"4","Noisy-PI",0.25,1,1,5.24
"MPI",3,"4","Noisy-PI",0.5,1,1,2.7
"MPI",3,"4","Noisy-PI-mix",0.1,1,1,4.97
"MPI",3,"4","Noisy-PI-mix",0.25,1,1,4.12
"MPI",3,"4","Noisy-PI-mix",0.5,1,1,1.94
"MPI",3,"4","Random-LO",NA,1,1,0.39
"MPI",3,"4","Random-LOT",NA,0,0,-2.08
"MPI",3,"5","Noisy-I",0.1,0,0,-156.79
"MPI",3,"5","Noisy-I",0.25,0,0,-87.59
"MPI",3,"5","Noisy-I",0.5,0,0,-37.51
"MPI",3,"5","Noisy-LO",0.1,1,0,1.2
"MPI",3,"5","Noisy-LO",0.25,1,1,2.94
"MPI",3,"5","Noisy-LO",0.5,1,1,0.93
"MPI",3,"5","Noisy-LO-mix",0.1,1,1,0.83
"MPI",3,"5","Noisy-LO-mix",0.25,1,1,0.52
"MPI",3,"5","Noisy-LO-mix",0.5,1,1,0.17
"MPI",3,"5","Noisy-P",0.1,1,0,3.28
"MPI",3,"5","Noisy-P",0.25,1,1,5.02
"MPI",3,"5","Noisy-P",0.5,1,1,3
"MPI",3,"5","Noisy-PI",0.1,1,0,2.98
"MPI",3,"5","Noisy-PI",0.25,1,1,4.72
"MPI",3,"5","Noisy-PI",0.5,1,1,2.7
"MPI",3,"5","Noisy-PI-mix",0.1,0,1,3.79
"MPI",3,"5","Noisy-PI-mix",0.25,1,1,3.77
"MPI",3,"5","Noisy-PI-mix",0.5,1,1,1.96
"MPI",3,"5","Random-LO",NA,1,1,0.86
"MPI",3,"5","Random-LOT",NA,1,1,-0.18
"MPI",4,"1","Noisy-I",0.1,0,0,-166.4
"MPI",4,"1","Noisy-I",0.25,0,0,-95.29
"MPI",4,"1","Noisy-I",0.5,0,0,-43.31
"MPI",4,"1","Noisy-LO",0.1,0,0,1.11
"MPI",4,"1","Noisy-LO",0.25,1,1,2.41
"MPI",4,"1","Noisy-LO",0.5,1,1,0.93
"MPI",4,"1","Noisy-LO-mix",0.1,1,1,0.91
"MPI",4,"1","Noisy-LO-mix",0.25,1,1,0.36
"MPI",4,"1","Noisy-LO-mix",0.5,1,1,-0.34
"MPI",4,"1","Noisy-P",0.1,0,0,3.19
"MPI",4,"1","Noisy-P",0.25,1,1,4.48
"MPI",4,"1","Noisy-P",0.5,1,1,2.92
"MPI",4,"1","Noisy-PI",0.1,0,0,2.89
"MPI",4,"1","Noisy-PI",0.25,1,1,4.18
"MPI",4,"1","Noisy-PI",0.5,1,1,2.62
"MPI",4,"1","Noisy-PI-mix",0.1,0,0,2.55
"MPI",4,"1","Noisy-PI-mix",0.25,1,1,3.15
"MPI",4,"1","Noisy-PI-mix",0.5,1,1,1.9
"MPI",4,"1","Random-LO",NA,1,1,0.99
"MPI",4,"1","Random-LOT",NA,1,1,-0.26
"MPI",4,"2","Noisy-I",0.1,0,0,-190.12
"MPI",4,"2","Noisy-I",0.25,0,0,-112.89
"MPI",4,"2","Noisy-I",0.5,0,0,-54.99
"MPI",4,"2","Noisy-LO",0.1,1,1,6.04
"MPI",4,"2","Noisy-LO",0.25,1,1,3.73
"MPI",4,"2","Noisy-LO",0.5,1,1,0.93
"MPI",4,"2","Noisy-LO-mix",0.1,1,1,0.17
"MPI",4,"2","Noisy-LO-mix",0.25,1,1,0.17
"MPI",4,"2","Noisy-LO-mix",0.5,1,1,-0.45
"MPI",4,"2","Noisy-P",0.1,1,1,8.12
"MPI",4,"2","Noisy-P",0.25,1,1,5.81
"MPI",4,"2","Noisy-P",0.5,1,1,3.01
"MPI",4,"2","Noisy-PI",0.1,1,1,7.82
"MPI",4,"2","Noisy-PI",0.25,1,1,5.5
"MPI",4,"2","Noisy-PI",0.5,1,1,2.71
"MPI",4,"2","Noisy-PI-mix",0.1,1,1,6.33
"MPI",4,"2","Noisy-PI-mix",0.25,1,1,4.34
"MPI",4,"2","Noisy-PI-mix",0.5,1,1,2.12
"MPI",4,"2","Random-LO",NA,1,1,-0.67
"MPI",4,"2","Random-LOT",NA,0,0,-6.56
"MPI",4,"3","Noisy-I",0.1,0,0,-200
"MPI",4,"3","Noisy-I",0.25,0,0,-120.41
"MPI",4,"3","Noisy-I",0.5,0,0,-60.21
"MPI",4,"3","Noisy-LO",0.1,1,1,7.42
"MPI",4,"3","Noisy-LO",0.25,1,1,3.93
"MPI",4,"3","Noisy-LO",0.5,1,1,0.93
"MPI",4,"3","Noisy-LO-mix",0.1,1,1,-0.39
"MPI",4,"3","Noisy-LO-mix",0.25,1,1,0.04
"MPI",4,"3","Noisy-LO-mix",0.5,1,1,-1.36
"MPI",4,"3","Noisy-P",0.1,1,1,9.5
"MPI",4,"3","Noisy-P",0.25,1,1,6.01
"MPI",4,"3","Noisy-P",0.5,1,1,3.01
"MPI",4,"3","Noisy-PI",0.1,1,1,9.2
"MPI",4,"3","Noisy-PI",0.25,1,1,5.71
"MPI",4,"3","Noisy-PI",0.5,1,1,2.71
"MPI",4,"3","Noisy-PI-mix",0.1,1,1,7.6
"MPI",4,"3","Noisy-PI-mix",0.25,1,1,4.55
"MPI",4,"3","Noisy-PI-mix",0.5,1,1,1.59
"MPI",4,"3","Random-LO",NA,1,1,-0.87
"MPI",4,"3","Random-LOT",NA,0,0,-6.82
"MPI",4,"4","Noisy-I",0.1,0,0,-197.72
"MPI",4,"4","Noisy-I",0.25,0,0,-118.61
"MPI",4,"4","Noisy-I",0.5,0,0,-58.86
"MPI",4,"4","Noisy-LO",0.1,1,1,7.27
"MPI",4,"4","Noisy-LO",0.25,1,1,3.92
"MPI",4,"4","Noisy-LO",0.5,1,1,0.93
"MPI",4,"4","Noisy-LO-mix",0.1,1,1,-0.07
"MPI",4,"4","Noisy-LO-mix",0.25,1,1,0.37
"MPI",4,"4","Noisy-LO-mix",0.5,1,1,-0.98
"MPI",4,"4","Noisy-P",0.1,1,1,9.35
"MPI",4,"4","Noisy-P",0.25,1,1,6
"MPI",4,"4","Noisy-P",0.5,1,1,3.01
"MPI",4,"4","Noisy-PI",0.1,1,1,9.05
"MPI",4,"4","Noisy-PI",0.25,1,1,5.7
"MPI",4,"4","Noisy-PI",0.5,1,1,2.71
"MPI",4,"4","Noisy-PI-mix",0.1,1,1,7.47
"MPI",4,"4","Noisy-PI-mix",0.25,1,1,4.54
"MPI",4,"4","Noisy-PI-mix",0.5,1,1,1.8
"MPI",4,"4","Random-LO",NA,1,1,-0.41
"MPI",4,"4","Random-LOT",NA,0,0,-5.91
"MPI",4,"5","Noisy-I",0.1,0,0,-200
"MPI",4,"5","Noisy-I",0.25,0,0,-120.41
"MPI",4,"5","Noisy-I",0.5,0,0,-60.21
"MPI",4,"5","Noisy-LO",0.1,1,1,7.42
"MPI",4,"5","Noisy-LO",0.25,1,1,3.93
"MPI",4,"5","Noisy-LO",0.5,1,1,0.93
"MPI",4,"5","Noisy-LO-mix",0.1,1,1,-0.39
"MPI",4,"5","Noisy-LO-mix",0.25,1,1,0.04
"MPI",4,"5","Noisy-LO-mix",0.5,1,1,-1.36
"MPI",4,"5","Noisy-P",0.1,1,1,9.5
"MPI",4,"5","Noisy-P",0.25,1,1,6.01
"MPI",4,"5","Noisy-P",0.5,1,1,3.01
"MPI",4,"5","Noisy-PI",0.1,1,1,9.2
"MPI",4,"5","Noisy-PI",0.25,1,1,5.71
"MPI",4,"5","Noisy-PI",0.5,1,1,2.71
"MPI",4,"5","Noisy-PI-mix",0.1,1,1,7.6
"MPI",4,"5","Noisy-PI-mix",0.25,1,1,4.55
"MPI",4,"5","Noisy-PI-mix",0.5,1,1,1.59
"MPI",4,"5","Random-LO",NA,1,1,-0.87
"MPI",4,"5","Random-LOT",NA,0,0,-6.82
"MPI",5,"1","Noisy-I",0.1,0,0,-86.46
"MPI",5,"1","Noisy-I",0.25,0,0,-45.21
"MPI",5,"1","Noisy-I",0.5,0,0,-17.37
"MPI",5,"1","Noisy-LO",0.1,0,0,-6.88
"MPI",5,"1","Noisy-LO",0.25,0,0,-0.52
"MPI",5,"1","Noisy-LO",0.5,1,1,0.36
"MPI",5,"1","Noisy-LO-mix",0.1,1,1,-0.98
"MPI",5,"1","Noisy-LO-mix",0.25,1,1,-0.09
"MPI",5,"1","Noisy-LO-mix",0.5,1,1,0.16
"MPI",5,"1","Noisy-P",0.1,0,0,-60.88
"MPI",5,"1","Noisy-P",0.25,0,0,-31.7
"MPI",5,"1","Noisy-P",0.5,0,0,-13.33
"MPI",5,"1","Noisy-PI",0.1,0,0,-61.19
"MPI",5,"1","Noisy-PI",0.25,0,0,-32
"MPI",5,"1","Noisy-PI",0.5,0,0,-13.64
"MPI",5,"1","Noisy-PI-mix",0.1,0,0,-20.74
"MPI",5,"1","Noisy-PI-mix",0.25,0,0,-16.08
"MPI",5,"1","Noisy-PI-mix",0.5,0,0,-8.6
"MPI",5,"1","Random-LO",NA,1,1,-2.08
"MPI",5,"1","Random-LOT",NA,0,1,-2.08
"MPI",5,"2","Noisy-I",0.1,0,0,-129.48
"MPI",5,"2","Noisy-I",0.25,0,0,-75.07
"MPI",5,"2","Noisy-I",0.5,0,0,-35.69
"MPI",5,"2","Noisy-LO",0.1,1,1,3.69
"MPI",5,"2","Noisy-LO",0.25,1,1,3.35
"MPI",5,"2","Noisy-LO",0.5,1,1,0.93
"MPI",5,"2","Noisy-LO-mix",0.1,1,0,1.41
"MPI",5,"2","Noisy-LO-mix",0.25,1,1,1.67
"MPI",5,"2","Noisy-LO-mix",0.5,1,1,1.12
"MPI",5,"2","Noisy-P",0.1,0,0,-39.44
"MPI",5,"2","Noisy-P",0.25,0,0,-20.72
"MPI",5,"2","Noisy-P",0.5,0,0,-8.32
"MPI",5,"2","Noisy-PI",0.1,0,0,-39.74
"MPI",5,"2","Noisy-PI",0.25,0,0,-21.03
"MPI",5,"2","Noisy-PI",0.5,0,0,-8.62
"MPI",5,"2","Noisy-PI-mix",0.1,0,0,-24.86
"MPI",5,"2","Noisy-PI-mix",0.25,0,0,-18.41
"MPI",5,"2","Noisy-PI-mix",0.5,0,0,-8.69
"MPI",5,"2","Random-LO",NA,0,1,0.51
"MPI",5,"2","Random-LOT",NA,1,1,0.48
"MPI",5,"3","Noisy-I",0.1,0,0,-170.25
"MPI",5,"3","Noisy-I",0.25,0,0,-97.27
"MPI",5,"3","Noisy-I",0.5,0,0,-43.54
"MPI",5,"3","Noisy-LO",0.1,1,1,4.5
"MPI",5,"3","Noisy-LO",0.25,1,1,3.62
"MPI",5,"3","Noisy-LO",0.5,1,1,0.93
"MPI",5,"3","Noisy-LO-mix",0.1,1,1,0.51
"MPI",5,"3","Noisy-LO-mix",0.25,1,1,0.45
"MPI",5,"3","Noisy-LO-mix",0.5,1,1,-0.05
"MPI",5,"3","Noisy-P",0.1,1,1,6.58
"MPI",5,"3","Noisy-P",0.25,1,1,5.7
"MPI",5,"3","Noisy-P",0.5,1,1,3.01
"MPI",5,"3","Noisy-PI",0.1,1,1,6.28
"MPI",5,"3","Noisy-PI",0.25,1,1,5.4
"MPI",5,"3","Noisy-PI",0.5,1,1,2.71
