data_file,algorithm,subject,predictor,importance
amount_1,rf,1-64,ratio,99.65590582848692
amount_1,rf,1-64,log_ratio,90.309453267096
amount_1,rf,1-64,discrim,100
amount_1,rf,1-64,logistic,32.13656348150184
amount_1,glm,1-64,small,48.779445020028625
amount_1,glm,1-64,large,0
amount_1,glm,1-64,ratio,33.1429143153906
amount_1,glm,1-64,log_ratio,15.608188253766956
amount_1,glm,1-64,discrim,66.19071373036995
amount_1,glm,1-64,logistic,100
amount_1,nnet,1-64,small,60.0689109631208
amount_1,nnet,1-64,large,7.5165674979086035
amount_1,nnet,1-64,difference,100
amount_1,nnet,1-64,ratio,16.356561657360082
amount_1,nnet,1-64,log_ratio,4.474798881265751
amount_1,nnet,1-64,discrim,55.03346453321848
amount_1,nnet,1-64,logistic,0
amount_1,rpart,1-65,difference,86.21486524364768
amount_1,rpart,1-65,discrim,100
amount_1,rpart,1-65,log_ratio,100
amount_1,rpart,1-65,logistic,86.21486524364768
amount_1,rpart,1-65,ratio,100
amount_1,rpart,1-65,small,0
amount_1,rpart,1-65,large,0
amount_1,c5.0,1-65,ratio,100
amount_1,c5.0,1-65,logistic,100
amount_1,c5.0,1-65,small,91.49
amount_1,c5.0,1-65,large,78.72
amount_1,c5.0,1-65,difference,57.45
amount_1,c5.0,1-65,log_ratio,0
amount_1,c5.0,1-65,discrim,0
amount_1,naive_bayes,1-65,small,0
amount_1,naive_bayes,1-65,large,50.602409638554214
amount_1,naive_bayes,1-65,difference,100
amount_1,naive_bayes,1-65,ratio,91.80722891566265
amount_1,naive_bayes,1-65,log_ratio,91.80722891566265
amount_1,naive_bayes,1-65,discrim,91.80722891566265
amount_1,naive_bayes,1-65,logistic,100
amount_1,knn,1-65,small,0
amount_1,knn,1-65,large,50.602409638554214
amount_1,knn,1-65,difference,100
amount_1,knn,1-65,ratio,91.80722891566265
amount_1,knn,1-65,log_ratio,91.80722891566265
amount_1,knn,1-65,discrim,91.80722891566265
amount_1,knn,1-65,logistic,100
amount_1,rf,1-65,small,0
amount_1,rf,1-65,large,49.003760767084124
amount_1,rf,1-65,difference,82.90186199034689
amount_1,rf,1-65,ratio,100
amount_1,rf,1-65,log_ratio,82.65213529929349
amount_1,rf,1-65,discrim,84.86908405772067
amount_1,rf,1-65,logistic,77.13521791606638
amount_1,glm,1-65,small,16.37837468852863
amount_1,glm,1-65,large,0
amount_1,glm,1-65,ratio,17.287920149295964
amount_1,glm,1-65,log_ratio,47.658015614590035
amount_1,glm,1-65,discrim,6.833008209443903
amount_1,glm,1-65,logistic,100
amount_1,nnet,1-65,small,29.219125633476402
amount_1,nnet,1-65,large,53.16409530465111
amount_1,nnet,1-65,difference,52.44621802750953
amount_1,nnet,1-65,ratio,47.41526857474524
amount_1,nnet,1-65,log_ratio,0
amount_1,nnet,1-65,discrim,100
amount_1,nnet,1-65,logistic,5.026374407335391
amount_1,rpart,1-66,difference,100
amount_1,rpart,1-66,discrim,53.86580186938447
amount_1,rpart,1-66,log_ratio,53.86580186938447
amount_1,rpart,1-66,logistic,100
amount_1,rpart,1-66,ratio,53.86580186938447
amount_1,rpart,1-66,small,0
amount_1,rpart,1-66,large,0
amount_1,c5.0,1-66,logistic,100
amount_1,c5.0,1-66,small,0
amount_1,c5.0,1-66,large,0
amount_1,c5.0,1-66,difference,0
amount_1,c5.0,1-66,ratio,0
amount_1,c5.0,1-66,log_ratio,0
amount_1,c5.0,1-66,discrim,0
amount_1,naive_bayes,1-66,small,0
amount_1,naive_bayes,1-66,large,51.52749490835031
amount_1,naive_bayes,1-66,difference,100
amount_1,naive_bayes,1-66,ratio,74.949083503055
amount_1,naive_bayes,1-66,log_ratio,74.949083503055
amount_1,naive_bayes,1-66,discrim,74.949083503055
amount_1,naive_bayes,1-66,logistic,100
amount_1,knn,1-66,small,0
amount_1,knn,1-66,large,51.52749490835031
amount_1,knn,1-66,difference,100
amount_1,knn,1-66,ratio,74.949083503055
amount_1,knn,1-66,log_ratio,74.949083503055
amount_1,knn,1-66,discrim,74.949083503055
amount_1,knn,1-66,logistic,100
amount_1,rf,1-66,small,2.3690841118821266
amount_1,rf,1-66,large,0
amount_1,rf,1-66,difference,100
amount_1,rf,1-66,ratio,21.646556595792486
amount_1,rf,1-66,log_ratio,20.17163329396515
amount_1,rf,1-66,discrim,18.829959048017184
amount_1,rf,1-66,logistic,92.75891510179063
amount_1,glm,1-66,small,7.099181687410655
amount_1,glm,1-66,large,81.24311544336422
amount_1,glm,1-66,ratio,54.89013597729805
amount_1,glm,1-66,log_ratio,100
amount_1,glm,1-66,discrim,0
amount_1,glm,1-66,logistic,96.54134820372919
amount_1,nnet,1-66,small,15.41604351639374
amount_1,nnet,1-66,large,14.090784575923013
amount_1,nnet,1-66,difference,34.98606340907551
amount_1,nnet,1-66,ratio,61.236079781863225
amount_1,nnet,1-66,log_ratio,80.97038692100436
amount_1,nnet,1-66,discrim,100
amount_1,nnet,1-66,logistic,0
amount_1,rpart,1-67,difference,100
amount_1,rpart,1-67,discrim,53.513563689824025
amount_1,rpart,1-67,log_ratio,53.513563689824025
amount_1,rpart,1-67,logistic,100
amount_1,rpart,1-67,ratio,53.513563689824025
amount_1,rpart,1-67,small,0
amount_1,rpart,1-67,large,0
amount_1,c5.0,1-67,logistic,100
amount_1,c5.0,1-67,small,0
amount_1,c5.0,1-67,large,0
amount_1,c5.0,1-67,difference,0
amount_1,c5.0,1-67,ratio,0
amount_1,c5.0,1-67,log_ratio,0
amount_1,c5.0,1-67,discrim,0
amount_1,naive_bayes,1-67,small,0
amount_1,naive_bayes,1-67,large,54.92063492063494
amount_1,naive_bayes,1-67,difference,98.41269841269839
amount_1,naive_bayes,1-67,ratio,35.23809523809525
amount_1,naive_bayes,1-67,log_ratio,35.23809523809525
amount_1,naive_bayes,1-67,discrim,35.23809523809525
amount_1,naive_bayes,1-67,logistic,100
amount_1,knn,1-67,small,0
amount_1,knn,1-67,large,54.92063492063494
amount_1,knn,1-67,difference,98.41269841269839
amount_1,knn,1-67,ratio,35.23809523809525
amount_1,knn,1-67,log_ratio,35.23809523809525
amount_1,knn,1-67,discrim,35.23809523809525
amount_1,knn,1-67,logistic,100
amount_1,rf,1-67,small,17.974669576198647
amount_1,rf,1-67,large,0
amount_1,rf,1-67,difference,89.37140478066264
amount_1,rf,1-67,ratio,11.296274792410117
amount_1,rf,1-67,log_ratio,14.589502505314893
amount_1,rf,1-67,discrim,10.310343491039834
amount_1,rf,1-67,logistic,100
amount_1,glm,1-67,small,44.325835541198416
amount_1,glm,1-67,large,100
amount_1,glm,1-67,ratio,43.03853735465408
amount_1,glm,1-67,log_ratio,31.278110906168095
amount_1,glm,1-67,discrim,84.16607358658595
amount_1,glm,1-67,logistic,0
amount_1,nnet,1-67,small,13.03442845227715
amount_1,nnet,1-67,large,9.637739191773878
amount_1,nnet,1-67,difference,23.64540876467219
amount_1,nnet,1-67,ratio,37.7553396496239
amount_1,nnet,1-67,log_ratio,100
amount_1,nnet,1-67,discrim,59.6935774801706
amount_1,nnet,1-67,logistic,0
amount_1,rpart,1-68,difference,100
amount_1,rpart,1-68,discrim,71.60914647318859
amount_1,rpart,1-68,log_ratio,71.60914647318859
amount_1,rpart,1-68,logistic,100
amount_1,rpart,1-68,ratio,71.60914647318859
amount_1,rpart,1-68,small,0
amount_1,rpart,1-68,large,0
amount_1,c5.0,1-68,logistic,100
amount_1,c5.0,1-68,discrim,75
amount_1,c5.0,1-68,small,0
amount_1,c5.0,1-68,large,0
amount_1,c5.0,1-68,difference,0
amount_1,c5.0,1-68,ratio,0
amount_1,c5.0,1-68,log_ratio,0
amount_1,naive_bayes,1-68,small,0
amount_1,naive_bayes,1-68,large,51.48936170212767
amount_1,naive_bayes,1-68,difference,100
amount_1,naive_bayes,1-68,ratio,67.65957446808511
amount_1,naive_bayes,1-68,log_ratio,67.65957446808511
amount_1,naive_bayes,1-68,discrim,67.65957446808511
amount_1,naive_bayes,1-68,logistic,100
amount_1,knn,1-68,small,0
amount_1,knn,1-68,large,51.48936170212767
amount_1,knn,1-68,difference,100
amount_1,knn,1-68,ratio,67.65957446808511
amount_1,knn,1-68,log_ratio,67.65957446808511
amount_1,knn,1-68,discrim,67.65957446808511
amount_1,knn,1-68,logistic,100
amount_1,rf,1-68,small,0
amount_1,rf,1-68,large,35.7080546606357
amount_1,rf,1-68,difference,100
amount_1,rf,1-68,ratio,47.46057736474091
amount_1,rf,1-68,log_ratio,44.69962553696964
amount_1,rf,1-68,discrim,41.83709496582541
amount_1,rf,1-68,logistic,88.77610604252344
amount_1,glm,1-68,small,92.19950436968068
amount_1,glm,1-68,large,100
amount_1,glm,1-68,ratio,14.022619489250642
amount_1,glm,1-68,log_ratio,15.994701336055691
amount_1,glm,1-68,discrim,0
amount_1,glm,1-68,logistic,0.9764046788081682
amount_1,nnet,1-68,small,74.96657431719008
amount_1,nnet,1-68,large,97.55737342542241
amount_1,nnet,1-68,difference,87.01966646291895
amount_1,nnet,1-68,ratio,53.45263504233982
amount_1,nnet,1-68,log_ratio,100
amount_1,nnet,1-68,discrim,47.75100948304753
amount_1,nnet,1-68,logistic,0
amount_1,rpart,1-69,difference,100
amount_1,rpart,1-69,discrim,44.0346903091837
amount_1,rpart,1-69,log_ratio,44.0346903091837
amount_1,rpart,1-69,logistic,100
amount_1,rpart,1-69,ratio,44.0346903091837
amount_1,rpart,1-69,small,0
amount_1,rpart,1-69,large,0
amount_1,c5.0,1-69,logistic,100
amount_1,c5.0,1-69,small,0
amount_1,c5.0,1-69,large,0
amount_1,c5.0,1-69,difference,0
amount_1,c5.0,1-69,ratio,0
amount_1,c5.0,1-69,log_ratio,0
amount_1,c5.0,1-69,discrim,0
amount_1,naive_bayes,1-69,small,0
amount_1,naive_bayes,1-69,large,54.33789954337901
amount_1,naive_bayes,1-69,difference,100
amount_1,naive_bayes,1-69,ratio,67.5799086757991
amount_1,naive_bayes,1-69,log_ratio,67.5799086757991
amount_1,naive_bayes,1-69,discrim,67.5799086757991
amount_1,naive_bayes,1-69,logistic,100
amount_1,knn,1-69,small,0
amount_1,knn,1-69,large,54.33789954337901
amount_1,knn,1-69,difference,100
amount_1,knn,1-69,ratio,67.5799086757991
amount_1,knn,1-69,log_ratio,67.5799086757991
amount_1,knn,1-69,discrim,67.5799086757991
amount_1,knn,1-69,logistic,100
amount_1,rf,1-69,small,0.3725851452341572
amount_1,rf,1-69,large,5.064266328947998
amount_1,rf,1-69,difference,100
amount_1,rf,1-69,ratio,0.44894489606173993
amount_1,rf,1-69,log_ratio,0
amount_1,rf,1-69,discrim,1.2984543455030861
amount_1,rf,1-69,logistic,95.59990492878812
amount_1,glm,1-69,small,30.30242253662974
amount_1,glm,1-69,large,0
amount_1,glm,1-69,ratio,93.98688304087527
amount_1,glm,1-69,log_ratio,100
amount_1,glm,1-69,discrim,99.39427565462276
amount_1,glm,1-69,logistic,64.51979071519617
amount_1,nnet,1-69,small,12.199286777868263
amount_1,nnet,1-69,large,13.612654655332168
amount_1,nnet,1-69,difference,39.836732337422085
amount_1,nnet,1-69,ratio,58.99171859808165
amount_1,nnet,1-69,log_ratio,80.6956710258445
amount_1,nnet,1-69,discrim,100
amount_1,nnet,1-69,logistic,0
amount_1,rpart,1-70,difference,56.461024832356856
amount_1,rpart,1-70,discrim,100
amount_1,rpart,1-70,log_ratio,100
amount_1,rpart,1-70,logistic,56.461024832356856
amount_1,rpart,1-70,ratio,100
amount_1,rpart,1-70,small,0
amount_1,rpart,1-70,large,0
amount_1,c5.0,1-70,ratio,100
amount_1,c5.0,1-70,logistic,100
amount_1,c5.0,1-70,difference,87.76
amount_1,c5.0,1-70,small,81.63
amount_1,c5.0,1-70,large,0
amount_1,c5.0,1-70,log_ratio,0
amount_1,c5.0,1-70,discrim,0
amount_1,naive_bayes,1-70,small,0
amount_1,naive_bayes,1-70,large,6.9414316702819905
amount_1,naive_bayes,1-70,difference,77.87418655097612
amount_1,naive_bayes,1-70,ratio,100
amount_1,naive_bayes,1-70,log_ratio,100
amount_1,naive_bayes,1-70,discrim,100
amount_1,naive_bayes,1-70,logistic,80.9110629067245
amount_1,knn,1-70,small,0
amount_1,knn,1-70,large,6.9414316702819905
amount_1,knn,1-70,difference,77.87418655097612
amount_1,knn,1-70,ratio,100
amount_1,knn,1-70,log_ratio,100
amount_1,knn,1-70,discrim,100
amount_1,knn,1-70,logistic,80.9110629067245
amount_1,rf,1-70,small,3.6007130989457625
amount_1,rf,1-70,large,0
amount_1,rf,1-70,difference,41.1708785763641
amount_1,rf,1-70,ratio,97.16989974096487
amount_1,rf,1-70,log_ratio,100
amount_1,rf,1-70,discrim,94.8819969545686
amount_1,rf,1-70,logistic,33.604545076979065
amount_1,glm,1-70,small,27.023177160614352
amount_1,glm,1-70,large,21.971786400946016
amount_1,glm,1-70,ratio,98.43085082600712
amount_1,glm,1-70,log_ratio,100
amount_1,glm,1-70,discrim,96.04633833128776
amount_1,glm,1-70,logistic,0
amount_1,nnet,1-70,small,83.66683282590863
amount_1,nnet,1-70,large,0
amount_1,nnet,1-70,difference,100
amount_1,nnet,1-70,ratio,29.61930466430746
amount_1,nnet,1-70,log_ratio,63.133709477438835
amount_1,nnet,1-70,discrim,47.62936098800303
amount_1,nnet,1-70,logistic,4.185581951011089
amount_1,rpart,1-71,difference,47.41619698649491
amount_1,rpart,1-71,discrim,100
amount_1,rpart,1-71,log_ratio,100
amount_1,rpart,1-71,logistic,47.41619698649491
amount_1,rpart,1-71,ratio,100
amount_1,rpart,1-71,small,0
amount_1,rpart,1-71,large,0
amount_1,c5.0,1-71,ratio,100
amount_1,c5.0,1-71,logistic,100
amount_1,c5.0,1-71,small,0
amount_1,c5.0,1-71,large,0
amount_1,c5.0,1-71,difference,0
amount_1,c5.0,1-71,log_ratio,0
amount_1,c5.0,1-71,discrim,0
amount_1,naive_bayes,1-71,small,0
amount_1,naive_bayes,1-71,large,19.696969696969695
amount_1,naive_bayes,1-71,difference,86.74242424242424
amount_1,naive_bayes,1-71,ratio,100
amount_1,naive_bayes,1-71,log_ratio,100
amount_1,naive_bayes,1-71,discrim,100
amount_1,naive_bayes,1-71,logistic,86.74242424242424
amount_1,knn,1-71,small,0
amount_1,knn,1-71,large,19.696969696969695
amount_1,knn,1-71,difference,86.74242424242424
amount_1,knn,1-71,ratio,100
amount_1,knn,1-71,log_ratio,100
amount_1,knn,1-71,discrim,100
amount_1,knn,1-71,logistic,86.74242424242424
amount_1,rf,1-71,small,0
amount_1,rf,1-71,large,6.950891871254076
amount_1,rf,1-71,difference,27.117711762520052
amount_1,rf,1-71,ratio,86.30442464710852
amount_1,rf,1-71,log_ratio,88.77560205280459
amount_1,rf,1-71,discrim,100
amount_1,rf,1-71,logistic,23.793311154790295
amount_1,glm,1-71,small,3.876331802586165
amount_1,glm,1-71,large,0
amount_1,glm,1-71,ratio,78.1389894090367
amount_1,glm,1-71,log_ratio,79.99548983685904
amount_1,glm,1-71,discrim,100
amount_1,glm,1-71,logistic,63.600097693648905
amount_1,nnet,1-71,small,77.15567571435494
amount_1,nnet,1-71,large,21.39313320984116
amount_1,nnet,1-71,difference,100
amount_1,nnet,1-71,ratio,22.124335486146727
amount_1,nnet,1-71,log_ratio,0
amount_1,nnet,1-71,discrim,45.11636849205978
amount_1,nnet,1-71,logistic,12.831736194901893
amount_1,rpart,1-72,difference,67.29777971387801
amount_1,rpart,1-72,discrim,100
amount_1,rpart,1-72,log_ratio,100
amount_1,rpart,1-72,logistic,67.29777971387804
amount_1,rpart,1-72,ratio,100
amount_1,rpart,1-72,small,0
amount_1,rpart,1-72,large,0
amount_1,c5.0,1-72,ratio,100
amount_1,c5.0,1-72,logistic,100
amount_1,c5.0,1-72,difference,87.23
amount_1,c5.0,1-72,log_ratio,82.98
amount_1,c5.0,1-72,discrim,65.96
amount_1,c5.0,1-72,small,0
amount_1,c5.0,1-72,large,0
amount_1,naive_bayes,1-72,small,0
amount_1,naive_bayes,1-72,large,35.992217898832685
amount_1,naive_bayes,1-72,difference,94.74708171206224
amount_1,naive_bayes,1-72,ratio,100
amount_1,naive_bayes,1-72,log_ratio,100
amount_1,naive_bayes,1-72,discrim,100
amount_1,naive_bayes,1-72,logistic,94.74708171206224
amount_1,knn,1-72,small,0
amount_1,knn,1-72,large,35.992217898832685
amount_1,knn,1-72,difference,94.74708171206224
amount_1,knn,1-72,ratio,100
amount_1,knn,1-72,log_ratio,100
amount_1,knn,1-72,discrim,100
amount_1,knn,1-72,logistic,94.74708171206224
amount_1,rf,1-72,small,0
amount_1,rf,1-72,large,26.647270807759593
amount_1,rf,1-72,difference,76.56281613458233
amount_1,rf,1-72,ratio,91.48433806142631
amount_1,rf,1-72,log_ratio,100
amount_1,rf,1-72,discrim,97.30083224038204
amount_1,rf,1-72,logistic,87.57035166763481
amount_1,glm,1-72,small,1.6331599296649215
amount_1,glm,1-72,large,0
amount_1,glm,1-72,ratio,100
amount_1,glm,1-72,log_ratio,72.23338585060819
amount_1,glm,1-72,discrim,62.614066700054494
amount_1,glm,1-72,logistic,56.84050280904055
amount_1,nnet,1-72,small,26.109998651881444
amount_1,nnet,1-72,large,3.8122619357368146
amount_1,nnet,1-72,difference,39.323906411847055
amount_1,nnet,1-72,ratio,56.27632132127989
amount_1,nnet,1-72,log_ratio,4.761724564097256
amount_1,nnet,1-72,discrim,100
amount_1,nnet,1-72,logistic,0
amount_1,rpart,1-73,difference,100
amount_1,rpart,1-73,discrim,60.593094501358735
amount_1,rpart,1-73,log_ratio,60.593094501358735
amount_1,rpart,1-73,logistic,99.99999999999997
amount_1,rpart,1-73,ratio,60.593094501358735
amount_1,rpart,1-73,small,0
amount_1,rpart,1-73,large,0
amount_1,c5.0,1-73,logistic,100
amount_1,c5.0,1-73,small,0
amount_1,c5.0,1-73,large,0
amount_1,c5.0,1-73,difference,0
amount_1,c5.0,1-73,ratio,0
amount_1,c5.0,1-73,log_ratio,0
amount_1,c5.0,1-73,discrim,0
amount_1,naive_bayes,1-73,small,0
amount_1,naive_bayes,1-73,large,52.112676056338024
amount_1,naive_bayes,1-73,difference,100
amount_1,naive_bayes,1-73,ratio,67.60563380281688
amount_1,naive_bayes,1-73,log_ratio,67.60563380281688
amount_1,naive_bayes,1-73,discrim,67.60563380281688
amount_1,naive_bayes,1-73,logistic,99.76525821596243
amount_1,knn,1-73,small,0
amount_1,knn,1-73,large,52.112676056338024
amount_1,knn,1-73,difference,100
amount_1,knn,1-73,ratio,67.60563380281688
amount_1,knn,1-73,log_ratio,67.60563380281688
amount_1,knn,1-73,discrim,67.60563380281688
amount_1,knn,1-73,logistic,99.76525821596243
amount_1,rf,1-73,small,0
amount_1,rf,1-73,large,55.527868317113935
amount_1,rf,1-73,difference,97.74730868352916
amount_1,rf,1-73,ratio,37.687629828637924
amount_1,rf,1-73,log_ratio,43.67408027566375
amount_1,rf,1-73,discrim,49.14836849497734
amount_1,rf,1-73,logistic,100
amount_1,glm,1-73,small,93.54619849000414
amount_1,glm,1-73,large,87.16792441688716
amount_1,glm,1-73,ratio,97.30088519743025
amount_1,glm,1-73,log_ratio,93.04977823648203
amount_1,glm,1-73,discrim,100
amount_1,glm,1-73,logistic,0
amount_1,nnet,1-73,small,11.53067197015225
amount_1,nnet,1-73,large,9.826937156943199
amount_1,nnet,1-73,difference,26.238920185352832
amount_1,nnet,1-73,ratio,28.846112701612935
amount_1,nnet,1-73,log_ratio,100
amount_1,nnet,1-73,discrim,59.39538572636264
amount_1,nnet,1-73,logistic,0
amount_1,rpart,1-74,difference,68.06772358029367
amount_1,rpart,1-74,discrim,100
amount_1,rpart,1-74,log_ratio,100
amount_1,rpart,1-74,logistic,68.06772358029367
amount_1,rpart,1-74,ratio,100
amount_1,rpart,1-74,small,0
amount_1,rpart,1-74,large,0
amount_1,c5.0,1-74,ratio,100
amount_1,c5.0,1-74,small,0
amount_1,c5.0,1-74,large,0
amount_1,c5.0,1-74,difference,0
amount_1,c5.0,1-74,log_ratio,0
amount_1,c5.0,1-74,discrim,0
amount_1,c5.0,1-74,logistic,0
amount_1,naive_bayes,1-74,small,0
amount_1,naive_bayes,1-74,large,32.66533066132264
amount_1,naive_bayes,1-74,difference,87.97595190380761
amount_1,naive_bayes,1-74,ratio,100
amount_1,naive_bayes,1-74,log_ratio,100
amount_1,naive_bayes,1-74,discrim,100
amount_1,naive_bayes,1-74,logistic,81.96392785571143
amount_1,knn,1-74,small,0
amount_1,knn,1-74,large,32.66533066132264
amount_1,knn,1-74,difference,87.97595190380761
amount_1,knn,1-74,ratio,100
amount_1,knn,1-74,log_ratio,100
amount_1,knn,1-74,discrim,100
amount_1,knn,1-74,logistic,81.96392785571143
amount_1,rf,1-74,small,10.732170329548136
amount_1,rf,1-74,large,0
amount_1,rf,1-74,difference,91.91000908142132
amount_1,rf,1-74,ratio,89.08382562503692
amount_1,rf,1-74,log_ratio,94.92358169257594
amount_1,rf,1-74,discrim,100
amount_1,rf,1-74,logistic,33.22307996708181
amount_1,glm,1-74,small,32.49734057552677
amount_1,glm,1-74,large,32.7914791564829
amount_1,glm,1-74,ratio,0
amount_1,glm,1-74,log_ratio,15.577525464633995
amount_1,glm,1-74,discrim,4.906264639362594
amount_1,glm,1-74,logistic,100
amount_1,nnet,1-74,small,77.02739958290113
amount_1,nnet,1-74,large,10.023736767907918
amount_1,nnet,1-74,difference,91.19538660844574
amount_1,nnet,1-74,ratio,66.04506892718601
amount_1,nnet,1-74,log_ratio,42.46012878631181
amount_1,nnet,1-74,discrim,100
amount_1,nnet,1-74,logistic,0
delay_1,rpart,1-10,difference,68.20583819333037
delay_1,rpart,1-10,discrim,100
delay_1,rpart,1-10,log_ratio,100
delay_1,rpart,1-10,logistic,62.509331867493486
delay_1,rpart,1-10,ratio,100
delay_1,rpart,1-10,small,0
delay_1,rpart,1-10,large,0
delay_1,c5.0,1-10,difference,100
delay_1,c5.0,1-10,ratio,100
delay_1,c5.0,1-10,logistic,100
delay_1,c5.0,1-10,small,0
delay_1,c5.0,1-10,large,0
delay_1,c5.0,1-10,log_ratio,0
delay_1,c5.0,1-10,discrim,0
delay_1,naive_bayes,1-10,small,14.41241685144125
delay_1,naive_bayes,1-10,large,0
delay_1,naive_bayes,1-10,difference,95.1219512195122
delay_1,naive_bayes,1-10,ratio,100
delay_1,naive_bayes,1-10,log_ratio,100
delay_1,naive_bayes,1-10,discrim,100
delay_1,naive_bayes,1-10,logistic,72.72727272727275
delay_1,knn,1-10,small,14.41241685144125
delay_1,knn,1-10,large,0
delay_1,knn,1-10,difference,95.1219512195122
delay_1,knn,1-10,ratio,100
delay_1,knn,1-10,log_ratio,100
delay_1,knn,1-10,discrim,100
delay_1,knn,1-10,logistic,72.72727272727275
delay_1,rf,1-10,small,0
delay_1,rf,1-10,large,0.7147881385620941
delay_1,rf,1-10,difference,46.36511487450105
delay_1,rf,1-10,ratio,97.02876565744235
delay_1,rf,1-10,log_ratio,98.2485146823137
delay_1,rf,1-10,discrim,100
delay_1,rf,1-10,logistic,25.93100733625251
delay_1,glm,1-10,small,39.46909515063086
delay_1,glm,1-10,large,72.37760886109866
delay_1,glm,1-10,ratio,67.1527195063566
delay_1,glm,1-10,log_ratio,100
delay_1,glm,1-10,discrim,0.3370268266093952
delay_1,glm,1-10,logistic,0
delay_1,nnet,1-10,small,93.90579492863476
delay_1,nnet,1-10,large,100
delay_1,nnet,1-10,difference,29.340933775144624
delay_1,nnet,1-10,ratio,25.000463863189548
delay_1,nnet,1-10,log_ratio,9.887887088338609
delay_1,nnet,1-10,discrim,47.07450393246159
delay_1,nnet,1-10,logistic,0
delay_1,rpart,1-11,difference,92.76901868552139
delay_1,rpart,1-11,discrim,100
delay_1,rpart,1-11,log_ratio,100
delay_1,rpart,1-11,logistic,84.50510468954855
delay_1,rpart,1-11,ratio,100
delay_1,rpart,1-11,small,0
delay_1,rpart,1-11,large,0
delay_1,c5.0,1-11,difference,100
delay_1,c5.0,1-11,ratio,100
delay_1,c5.0,1-11,logistic,100
delay_1,c5.0,1-11,discrim,89.58
delay_1,c5.0,1-11,large,39.58
delay_1,c5.0,1-11,small,35.42
delay_1,c5.0,1-11,log_ratio,0
delay_1,naive_bayes,1-11,small,0
delay_1,naive_bayes,1-11,large,19.942196531791918
delay_1,naive_bayes,1-11,difference,100
delay_1,naive_bayes,1-11,ratio,96.24277456647397
delay_1,naive_bayes,1-11,log_ratio,96.24277456647397
delay_1,naive_bayes,1-11,discrim,96.24277456647397
delay_1,naive_bayes,1-11,logistic,91.04046242774567
delay_1,knn,1-11,small,0
delay_1,knn,1-11,large,19.942196531791918
delay_1,knn,1-11,difference,100
delay_1,knn,1-11,ratio,96.24277456647397
delay_1,knn,1-11,log_ratio,96.24277456647397
delay_1,knn,1-11,discrim,96.24277456647397
delay_1,knn,1-11,logistic,91.04046242774567
delay_1,rf,1-11,small,0
delay_1,rf,1-11,large,41.201367052254454
delay_1,rf,1-11,difference,93.83527525664765
delay_1,rf,1-11,ratio,84.16959247017223
delay_1,rf,1-11,log_ratio,96.99623263019429
delay_1,rf,1-11,discrim,100
delay_1,rf,1-11,logistic,96.82019109608021
delay_1,glm,1-11,small,88.54045140100915
delay_1,glm,1-11,large,100
delay_1,glm,1-11,ratio,21.676657863417255
delay_1,glm,1-11,log_ratio,61.47862455533889
delay_1,glm,1-11,discrim,0
delay_1,glm,1-11,logistic,46.96203619353466
delay_1,nnet,1-11,small,30.198250533996525
delay_1,nnet,1-11,large,17.363801078812575
delay_1,nnet,1-11,difference,49.99410358218305
delay_1,nnet,1-11,ratio,37.28654787439724
delay_1,nnet,1-11,log_ratio,2.7348021366209907
delay_1,nnet,1-11,discrim,100
delay_1,nnet,1-11,logistic,0
delay_1,rpart,1-13,difference,67.35714403404619
delay_1,rpart,1-13,discrim,100
delay_1,rpart,1-13,log_ratio,100
delay_1,rpart,1-13,logistic,56.411630095930235
delay_1,rpart,1-13,ratio,100
delay_1,rpart,1-13,small,0
delay_1,rpart,1-13,large,0
delay_1,c5.0,1-13,difference,100
delay_1,c5.0,1-13,ratio,100
delay_1,c5.0,1-13,discrim,100
delay_1,c5.0,1-13,logistic,85.71
delay_1,c5.0,1-13,small,0
delay_1,c5.0,1-13,large,0
delay_1,c5.0,1-13,log_ratio,0
delay_1,naive_bayes,1-13,small,40.000000000000014
delay_1,naive_bayes,1-13,large,0
delay_1,naive_bayes,1-13,difference,91.51515151515153
delay_1,naive_bayes,1-13,ratio,100
delay_1,naive_bayes,1-13,log_ratio,100
delay_1,naive_bayes,1-13,discrim,100
delay_1,naive_bayes,1-13,logistic,82.02020202020202
delay_1,knn,1-13,small,40.000000000000014
delay_1,knn,1-13,large,0
delay_1,knn,1-13,difference,91.51515151515153
delay_1,knn,1-13,ratio,100
delay_1,knn,1-13,log_ratio,100
delay_1,knn,1-13,discrim,100
delay_1,knn,1-13,logistic,82.02020202020202
delay_1,rf,1-13,small,5.282344937032722
delay_1,rf,1-13,large,0
delay_1,rf,1-13,difference,39.971587430176555
delay_1,rf,1-13,ratio,95.16986583767711
delay_1,rf,1-13,log_ratio,97.29246058955371
delay_1,rf,1-13,discrim,100
delay_1,rf,1-13,logistic,29.42079653478037
delay_1,glm,1-13,small,17.435898859065677
delay_1,glm,1-13,large,19.527156586557748
delay_1,glm,1-13,ratio,0
delay_1,glm,1-13,log_ratio,6.031503515910868
delay_1,glm,1-13,discrim,16.37258824447629
delay_1,glm,1-13,logistic,100
delay_1,nnet,1-13,small,64.84044738594478
delay_1,nnet,1-13,large,32.11741525610791
delay_1,nnet,1-13,difference,100
delay_1,nnet,1-13,ratio,33.445139046150175
delay_1,nnet,1-13,log_ratio,3.5644812192734423
delay_1,nnet,1-13,discrim,75.30730156714688
