data_file,algorithm,subject,predictor,importance
amount_2,glm,2-4,discrim,8.217502600929985
amount_2,glm,2-4,logistic,0
amount_2,nnet,2-4,small,59.817084578703074
amount_2,nnet,2-4,large,66.00203929699045
amount_2,nnet,2-4,difference,100
amount_2,nnet,2-4,ratio,36.286027585023525
amount_2,nnet,2-4,log_ratio,6.280383088724808
amount_2,nnet,2-4,discrim,63.50324089754642
amount_2,nnet,2-4,logistic,0
amount_2,rpart,2-5,difference,43.490792583675336
amount_2,rpart,2-5,discrim,100
amount_2,rpart,2-5,large,0
amount_2,rpart,2-5,log_ratio,100
amount_2,rpart,2-5,logistic,43.490792583675336
amount_2,rpart,2-5,ratio,100
amount_2,rpart,2-5,small,17.949176925219952
amount_2,c5.0,2-5,difference,100
amount_2,c5.0,2-5,ratio,100
amount_2,c5.0,2-5,large,79.07
amount_2,c5.0,2-5,logistic,76.74
amount_2,c5.0,2-5,discrim,72.09
amount_2,c5.0,2-5,small,0
amount_2,c5.0,2-5,log_ratio,0
amount_2,naive_bayes,2-5,small,18.34862385321103
amount_2,naive_bayes,2-5,large,0
amount_2,naive_bayes,2-5,difference,100
amount_2,naive_bayes,2-5,ratio,97.24770642201833
amount_2,naive_bayes,2-5,log_ratio,97.24770642201833
amount_2,naive_bayes,2-5,discrim,97.24770642201833
amount_2,naive_bayes,2-5,logistic,100
amount_2,knn,2-5,small,18.34862385321103
amount_2,knn,2-5,large,0
amount_2,knn,2-5,difference,100
amount_2,knn,2-5,ratio,97.24770642201833
amount_2,knn,2-5,log_ratio,97.24770642201833
amount_2,knn,2-5,discrim,97.24770642201833
amount_2,knn,2-5,logistic,100
amount_2,rf,2-5,small,0
amount_2,rf,2-5,large,14.673338959160304
amount_2,rf,2-5,difference,86.81356919344368
amount_2,rf,2-5,ratio,50.14977486689462
amount_2,rf,2-5,log_ratio,43.85332033861644
amount_2,rf,2-5,discrim,51.64597843188925
amount_2,rf,2-5,logistic,100
amount_2,glm,2-5,small,36.91606839370786
amount_2,glm,2-5,large,71.28494059739145
amount_2,glm,2-5,ratio,78.017290322388
amount_2,glm,2-5,log_ratio,63.163758783524635
amount_2,glm,2-5,discrim,100
amount_2,glm,2-5,logistic,0
amount_2,nnet,2-5,small,35.38370901154267
amount_2,nnet,2-5,large,17.2839344262025
amount_2,nnet,2-5,difference,70.60897012594441
amount_2,nnet,2-5,ratio,45.45056990095802
amount_2,nnet,2-5,log_ratio,65.1162889337853
amount_2,nnet,2-5,discrim,100
amount_2,nnet,2-5,logistic,0
amount_2,rpart,2-6,difference,42.097728595471665
amount_2,rpart,2-6,discrim,100
amount_2,rpart,2-6,large,0
amount_2,rpart,2-6,log_ratio,100
amount_2,rpart,2-6,logistic,42.097728595471665
amount_2,rpart,2-6,ratio,100
amount_2,rpart,2-6,small,12.038882358466747
amount_2,c5.0,2-6,large,100
amount_2,c5.0,2-6,difference,100
amount_2,c5.0,2-6,ratio,100
amount_2,c5.0,2-6,small,86.05
amount_2,c5.0,2-6,logistic,76.74
amount_2,c5.0,2-6,log_ratio,0
amount_2,c5.0,2-6,discrim,0
amount_2,naive_bayes,2-6,small,0
amount_2,naive_bayes,2-6,large,0.716845878136185
amount_2,naive_bayes,2-6,difference,97.13261648745522
amount_2,naive_bayes,2-6,ratio,100
amount_2,naive_bayes,2-6,log_ratio,100
amount_2,naive_bayes,2-6,discrim,100
amount_2,naive_bayes,2-6,logistic,97.13261648745522
amount_2,knn,2-6,small,0
amount_2,knn,2-6,large,0.716845878136185
amount_2,knn,2-6,difference,97.13261648745522
amount_2,knn,2-6,ratio,100
amount_2,knn,2-6,log_ratio,100
amount_2,knn,2-6,discrim,100
amount_2,knn,2-6,logistic,97.13261648745522
amount_2,rf,2-6,small,0
amount_2,rf,2-6,large,78.94755384876026
amount_2,rf,2-6,difference,80.38362862609887
amount_2,rf,2-6,ratio,75.3477616525753
amount_2,rf,2-6,log_ratio,74.22673732353108
amount_2,rf,2-6,discrim,46.92320345715995
amount_2,rf,2-6,logistic,100
amount_2,glm,2-6,small,100
amount_2,glm,2-6,large,84.91001327753425
amount_2,glm,2-6,ratio,3.7632438027171387
amount_2,glm,2-6,log_ratio,0
amount_2,glm,2-6,discrim,35.38882117504986
amount_2,glm,2-6,logistic,29.332983765070527
amount_2,nnet,2-6,small,43.69354840307362
amount_2,nnet,2-6,large,16.414124543406082
amount_2,nnet,2-6,difference,100
amount_2,nnet,2-6,ratio,13.45567109102861
amount_2,nnet,2-6,log_ratio,66.94053246337972
amount_2,nnet,2-6,discrim,47.7513473636051
amount_2,nnet,2-6,logistic,0
amount_2,rpart,2-8,difference,100
amount_2,rpart,2-8,discrim,51.059933151786765
amount_2,rpart,2-8,log_ratio,51.059933151786765
amount_2,rpart,2-8,logistic,100
amount_2,rpart,2-8,ratio,51.059933151786765
amount_2,rpart,2-8,small,0
amount_2,rpart,2-8,large,0
amount_2,c5.0,2-8,discrim,100
amount_2,c5.0,2-8,logistic,100
amount_2,c5.0,2-8,small,0
amount_2,c5.0,2-8,large,0
amount_2,c5.0,2-8,difference,0
amount_2,c5.0,2-8,ratio,0
amount_2,c5.0,2-8,log_ratio,0
amount_2,naive_bayes,2-8,small,0
amount_2,naive_bayes,2-8,large,26.384364820846905
amount_2,naive_bayes,2-8,difference,100
amount_2,naive_bayes,2-8,ratio,87.29641693811074
amount_2,naive_bayes,2-8,log_ratio,87.29641693811074
amount_2,naive_bayes,2-8,discrim,87.29641693811074
amount_2,naive_bayes,2-8,logistic,100
amount_2,knn,2-8,small,0
amount_2,knn,2-8,large,26.384364820846905
amount_2,knn,2-8,difference,100
amount_2,knn,2-8,ratio,87.29641693811074
amount_2,knn,2-8,log_ratio,87.29641693811074
amount_2,knn,2-8,discrim,87.29641693811074
amount_2,knn,2-8,logistic,100
amount_2,rf,2-8,small,0
amount_2,rf,2-8,large,39.89883986544989
amount_2,rf,2-8,difference,91.54410112597662
amount_2,rf,2-8,ratio,61.13052679425594
amount_2,rf,2-8,log_ratio,52.73354599533794
amount_2,rf,2-8,discrim,62.72512791827172
amount_2,rf,2-8,logistic,100
amount_2,glm,2-8,small,1.8604459151289596
amount_2,glm,2-8,large,0
amount_2,glm,2-8,ratio,12.48854553560676
amount_2,glm,2-8,log_ratio,16.16185984225546
amount_2,glm,2-8,discrim,10.999106306230411
amount_2,glm,2-8,logistic,100
amount_2,nnet,2-8,small,28.659055077550526
amount_2,nnet,2-8,large,11.977666320517834
amount_2,nnet,2-8,difference,100
amount_2,nnet,2-8,ratio,12.857723694831385
amount_2,nnet,2-8,log_ratio,0
amount_2,nnet,2-8,discrim,66.23433347487267
amount_2,nnet,2-8,logistic,11.004966896184133
amount_2,rpart,2-9,difference,100
amount_2,rpart,2-9,large,22.202441254321805
amount_2,rpart,2-9,logistic,100
amount_2,rpart,2-9,ratio,7.185286079668685
amount_2,rpart,2-9,small,16.21261333707249
amount_2,rpart,2-9,log_ratio,0
amount_2,rpart,2-9,discrim,0
amount_2,c5.0,2-9,logistic,100
amount_2,c5.0,2-9,small,0
amount_2,c5.0,2-9,large,0
amount_2,c5.0,2-9,difference,0
amount_2,c5.0,2-9,ratio,0
amount_2,c5.0,2-9,log_ratio,0
amount_2,c5.0,2-9,discrim,0
amount_2,naive_bayes,2-9,small,23.41772151898733
amount_2,naive_bayes,2-9,large,59.493670886075954
amount_2,naive_bayes,2-9,difference,100
amount_2,naive_bayes,2-9,ratio,0
amount_2,naive_bayes,2-9,log_ratio,0
amount_2,naive_bayes,2-9,discrim,0
amount_2,naive_bayes,2-9,logistic,100
amount_2,knn,2-9,small,23.41772151898733
amount_2,knn,2-9,large,59.493670886075954
amount_2,knn,2-9,difference,100
amount_2,knn,2-9,ratio,0
amount_2,knn,2-9,log_ratio,0
amount_2,knn,2-9,discrim,0
amount_2,knn,2-9,logistic,100
amount_2,rf,2-9,small,0.2959825388083151
amount_2,rf,2-9,large,22.0898323703205
amount_2,rf,2-9,difference,100
amount_2,rf,2-9,ratio,0
amount_2,rf,2-9,log_ratio,0
amount_2,rf,2-9,discrim,0.43327444965482753
amount_2,rf,2-9,logistic,96.66927506125842
amount_2,glm,2-9,small,7.855511994273076
amount_2,glm,2-9,large,9.412537569538637
amount_2,glm,2-9,ratio,1.017228067766345
amount_2,glm,2-9,log_ratio,0.5842058675626162
amount_2,glm,2-9,discrim,0
amount_2,glm,2-9,logistic,100
amount_2,nnet,2-9,small,51.27329486927912
amount_2,nnet,2-9,large,100
amount_2,nnet,2-9,difference,83.55054262374807
amount_2,nnet,2-9,ratio,2.3390560608829265
amount_2,nnet,2-9,log_ratio,0
amount_2,nnet,2-9,discrim,83.77978296293543
amount_2,nnet,2-9,logistic,15.031008549908229
amount_2,rpart,2-10,difference,100
amount_2,rpart,2-10,discrim,45.157859518420516
amount_2,rpart,2-10,log_ratio,45.157859518420516
amount_2,rpart,2-10,logistic,100
amount_2,rpart,2-10,ratio,45.157859518420516
amount_2,rpart,2-10,small,0
amount_2,rpart,2-10,large,0
amount_2,c5.0,2-10,difference,100
amount_2,c5.0,2-10,ratio,100
amount_2,c5.0,2-10,logistic,100
amount_2,c5.0,2-10,discrim,74.42
amount_2,c5.0,2-10,log_ratio,65.12
amount_2,c5.0,2-10,small,0
amount_2,c5.0,2-10,large,0
amount_2,naive_bayes,2-10,small,0
amount_2,naive_bayes,2-10,large,30.76923076923078
amount_2,naive_bayes,2-10,difference,100
amount_2,naive_bayes,2-10,ratio,77.45358090185678
amount_2,naive_bayes,2-10,log_ratio,77.45358090185678
amount_2,naive_bayes,2-10,discrim,77.45358090185678
amount_2,naive_bayes,2-10,logistic,100
amount_2,knn,2-10,small,0
amount_2,knn,2-10,large,30.76923076923078
amount_2,knn,2-10,difference,100
amount_2,knn,2-10,ratio,77.45358090185678
amount_2,knn,2-10,log_ratio,77.45358090185678
amount_2,knn,2-10,discrim,77.45358090185678
amount_2,knn,2-10,logistic,100
amount_2,rf,2-10,small,0
amount_2,rf,2-10,large,0.7540897399279833
amount_2,rf,2-10,difference,100
amount_2,rf,2-10,ratio,12.649931640001041
amount_2,rf,2-10,log_ratio,10.447823958192838
amount_2,rf,2-10,discrim,14.644154080462057
amount_2,rf,2-10,logistic,72.65565037806554
amount_2,glm,2-10,small,94.14489834551954
amount_2,glm,2-10,large,100
amount_2,glm,2-10,ratio,7.87427656594597
amount_2,glm,2-10,log_ratio,28.084133322449865
amount_2,glm,2-10,discrim,0
amount_2,glm,2-10,logistic,66.62875208715356
amount_2,nnet,2-10,small,60.28915472721723
amount_2,nnet,2-10,large,97.44683285388106
amount_2,nnet,2-10,difference,100
amount_2,nnet,2-10,ratio,26.30369679430628
amount_2,nnet,2-10,log_ratio,52.202582481145065
amount_2,nnet,2-10,discrim,49.759049779283366
amount_2,nnet,2-10,logistic,0
amount_2,rpart,2-11,difference,99.99999999999999
amount_2,rpart,2-11,discrim,30.04594271438585
amount_2,rpart,2-11,log_ratio,30.04594271438585
amount_2,rpart,2-11,logistic,100
amount_2,rpart,2-11,ratio,30.04594271438585
amount_2,rpart,2-11,small,0
amount_2,rpart,2-11,large,0
amount_2,c5.0,2-11,logistic,100
amount_2,c5.0,2-11,small,0
amount_2,c5.0,2-11,large,0
amount_2,c5.0,2-11,difference,0
amount_2,c5.0,2-11,ratio,0
amount_2,c5.0,2-11,log_ratio,0
amount_2,c5.0,2-11,discrim,0
amount_2,naive_bayes,2-11,small,0
amount_2,naive_bayes,2-11,large,31.651376146788994
amount_2,naive_bayes,2-11,difference,100
amount_2,naive_bayes,2-11,ratio,38.07339449541283
amount_2,naive_bayes,2-11,log_ratio,38.07339449541283
amount_2,naive_bayes,2-11,discrim,38.07339449541283
amount_2,naive_bayes,2-11,logistic,100
amount_2,knn,2-11,small,0
amount_2,knn,2-11,large,31.651376146788994
amount_2,knn,2-11,difference,100
amount_2,knn,2-11,ratio,38.07339449541283
amount_2,knn,2-11,log_ratio,38.07339449541283
amount_2,knn,2-11,discrim,38.07339449541283
amount_2,knn,2-11,logistic,100
amount_2,rf,2-11,small,0
amount_2,rf,2-11,large,28.498326026904596
amount_2,rf,2-11,difference,84.33297538853446
amount_2,rf,2-11,ratio,15.159926412294938
amount_2,rf,2-11,log_ratio,0.8454772309351268
amount_2,rf,2-11,discrim,11.970994239595186
amount_2,rf,2-11,logistic,100
amount_2,glm,2-11,small,4.084769256023446
amount_2,glm,2-11,large,0
amount_2,glm,2-11,ratio,33.79205285176438
amount_2,glm,2-11,log_ratio,14.78375188286021
amount_2,glm,2-11,discrim,100
amount_2,glm,2-11,logistic,29.433299241449784
amount_2,nnet,2-11,small,21.004772315740023
amount_2,nnet,2-11,large,31.51312136609609
amount_2,nnet,2-11,difference,72.92273588562723
amount_2,nnet,2-11,ratio,18.132027531723892
amount_2,nnet,2-11,log_ratio,14.947736509439274
amount_2,nnet,2-11,discrim,100
amount_2,nnet,2-11,logistic,0
amount_2,rpart,2-12,difference,100
amount_2,rpart,2-12,large,17.97749152295726
amount_2,rpart,2-12,logistic,100
amount_2,rpart,2-12,ratio,9.796216805547507
amount_2,rpart,2-12,small,12.11302404245836
amount_2,rpart,2-12,log_ratio,0
amount_2,rpart,2-12,discrim,0
amount_2,c5.0,2-12,logistic,100
amount_2,c5.0,2-12,small,0
amount_2,c5.0,2-12,large,0
amount_2,c5.0,2-12,difference,0
amount_2,c5.0,2-12,ratio,0
amount_2,c5.0,2-12,log_ratio,0
amount_2,c5.0,2-12,discrim,0
amount_2,naive_bayes,2-12,small,0
amount_2,naive_bayes,2-12,large,41.208791208791204
amount_2,naive_bayes,2-12,difference,100
amount_2,naive_bayes,2-12,ratio,12.087912087912118
amount_2,naive_bayes,2-12,log_ratio,12.087912087912118
amount_2,naive_bayes,2-12,discrim,12.087912087912118
amount_2,naive_bayes,2-12,logistic,100
amount_2,knn,2-12,small,0
amount_2,knn,2-12,large,41.208791208791204
amount_2,knn,2-12,difference,100
amount_2,knn,2-12,ratio,12.087912087912118
amount_2,knn,2-12,log_ratio,12.087912087912118
amount_2,knn,2-12,discrim,12.087912087912118
amount_2,knn,2-12,logistic,100
amount_2,rf,2-12,small,4.6326766038848675
amount_2,rf,2-12,large,19.876642763678994
amount_2,rf,2-12,difference,93.32883700751
amount_2,rf,2-12,ratio,0
amount_2,rf,2-12,log_ratio,8.139833635740217
amount_2,rf,2-12,discrim,2.999915817864096
amount_2,rf,2-12,logistic,100
amount_2,glm,2-12,small,16.312051500838407
amount_2,glm,2-12,large,18.970553567888498
amount_2,glm,2-12,ratio,0.7947056244910273
amount_2,glm,2-12,log_ratio,1.0959836930834688
amount_2,glm,2-12,discrim,0
amount_2,glm,2-12,logistic,100
amount_2,nnet,2-12,small,17.73700011719227
amount_2,nnet,2-12,large,100
amount_2,nnet,2-12,difference,69.11303725338826
amount_2,nnet,2-12,ratio,16.725517439495924
amount_2,nnet,2-12,log_ratio,15.569625336907233
amount_2,nnet,2-12,discrim,46.78090236222066
amount_2,nnet,2-12,logistic,0
amount_2,rpart,2-13,difference,100
amount_2,rpart,2-13,discrim,19.53495952528995
amount_2,rpart,2-13,log_ratio,19.53495952528995
amount_2,rpart,2-13,logistic,100
amount_2,rpart,2-13,ratio,19.53495952528995
amount_2,rpart,2-13,small,0
amount_2,rpart,2-13,large,0
amount_2,c5.0,2-13,logistic,100
amount_2,c5.0,2-13,small,0
amount_2,c5.0,2-13,large,0
amount_2,c5.0,2-13,difference,0
amount_2,c5.0,2-13,ratio,0
amount_2,c5.0,2-13,log_ratio,0
amount_2,c5.0,2-13,discrim,0
amount_2,naive_bayes,2-13,small,0
amount_2,naive_bayes,2-13,large,32.90043290043291
amount_2,naive_bayes,2-13,difference,100
amount_2,naive_bayes,2-13,ratio,37.662337662337656
amount_2,naive_bayes,2-13,log_ratio,37.662337662337656
amount_2,naive_bayes,2-13,discrim,37.662337662337656
amount_2,naive_bayes,2-13,logistic,100
amount_2,knn,2-13,small,0
amount_2,knn,2-13,large,32.90043290043291
amount_2,knn,2-13,difference,100
amount_2,knn,2-13,ratio,37.662337662337656
amount_2,knn,2-13,log_ratio,37.662337662337656
amount_2,knn,2-13,discrim,37.662337662337656
amount_2,knn,2-13,logistic,100
amount_2,rf,2-13,small,2.630365784775059
amount_2,rf,2-13,large,1.4452470655593381
amount_2,rf,2-13,difference,94.90060102302272
amount_2,rf,2-13,ratio,0
amount_2,rf,2-13,log_ratio,2.6357210419009665
amount_2,rf,2-13,discrim,9.416313920587042
amount_2,rf,2-13,logistic,100
amount_2,glm,2-13,small,2.0831339209886504
amount_2,glm,2-13,large,0.06346406815075745
amount_2,glm,2-13,ratio,20.72778520257758
amount_2,glm,2-13,log_ratio,0
amount_2,glm,2-13,discrim,86.4470029497001
amount_2,glm,2-13,logistic,100
amount_2,nnet,2-13,small,12.484801618296421
amount_2,nnet,2-13,large,3.2558696284716797
amount_2,nnet,2-13,difference,100
amount_2,nnet,2-13,ratio,24.329772306287378
amount_2,nnet,2-13,log_ratio,0
amount_2,nnet,2-13,discrim,72.17776737143988
amount_2,nnet,2-13,logistic,0.40490282519055726
amount_2,rpart,2-14,difference,35.22541393983142
amount_2,rpart,2-14,discrim,100
amount_2,rpart,2-14,log_ratio,100
amount_2,rpart,2-14,logistic,35.22541393983144
amount_2,rpart,2-14,ratio,100
amount_2,rpart,2-14,small,0
amount_2,rpart,2-14,large,0
amount_2,c5.0,2-14,ratio,100
amount_2,c5.0,2-14,logistic,100
amount_2,c5.0,2-14,discrim,88.37
amount_2,c5.0,2-14,small,76.74
amount_2,c5.0,2-14,large,0
amount_2,c5.0,2-14,difference,0
amount_2,c5.0,2-14,log_ratio,0
amount_2,naive_bayes,2-14,small,32.46753246753245
amount_2,naive_bayes,2-14,large,0
amount_2,naive_bayes,2-14,difference,57.46753246753246
amount_2,naive_bayes,2-14,ratio,100
amount_2,naive_bayes,2-14,log_ratio,100
amount_2,naive_bayes,2-14,discrim,100
amount_2,naive_bayes,2-14,logistic,57.46753246753246
amount_2,knn,2-14,small,32.46753246753245
amount_2,knn,2-14,large,0
amount_2,knn,2-14,difference,57.46753246753246
amount_2,knn,2-14,ratio,100
amount_2,knn,2-14,log_ratio,100
amount_2,knn,2-14,discrim,100
amount_2,knn,2-14,logistic,57.46753246753246
amount_2,rf,2-14,small,31.99373360015338
amount_2,rf,2-14,large,18.74188567960668
amount_2,rf,2-14,difference,0
amount_2,rf,2-14,ratio,96.16649611771103
amount_2,rf,2-14,log_ratio,88.33372163086467
amount_2,rf,2-14,discrim,100
amount_2,rf,2-14,logistic,13.05906670111531
amount_2,glm,2-14,small,95.7887559383492
amount_2,glm,2-14,large,100
amount_2,glm,2-14,ratio,49.07950805581426
amount_2,glm,2-14,log_ratio,53.43121199923813
amount_2,glm,2-14,discrim,26.283809804548113
amount_2,glm,2-14,logistic,0
amount_2,nnet,2-14,small,61.49246747037852
amount_2,nnet,2-14,large,22.725120171807596
amount_2,nnet,2-14,difference,88.48613316824182
amount_2,nnet,2-14,ratio,43.738710428221395
amount_2,nnet,2-14,log_ratio,36.55609281917418
amount_2,nnet,2-14,discrim,100
amount_2,nnet,2-14,logistic,0
amount_2,rpart,2-15,difference,61.99583041978472
amount_2,rpart,2-15,discrim,100
amount_2,rpart,2-15,large,0
amount_2,rpart,2-15,log_ratio,100
amount_2,rpart,2-15,logistic,61.99583041978467
amount_2,rpart,2-15,ratio,100
amount_2,rpart,2-15,small,10.119493620193056
amount_2,c5.0,2-15,difference,100
amount_2,c5.0,2-15,ratio,100
amount_2,c5.0,2-15,discrim,100
amount_2,c5.0,2-15,small,58.14
amount_2,c5.0,2-15,large,0
amount_2,c5.0,2-15,log_ratio,0
amount_2,c5.0,2-15,logistic,0
amount_2,naive_bayes,2-15,small,0
amount_2,naive_bayes,2-15,large,3.32103321033214
amount_2,naive_bayes,2-15,difference,100
amount_2,naive_bayes,2-15,ratio,81.91881918819189
amount_2,naive_bayes,2-15,log_ratio,81.91881918819189
amount_2,naive_bayes,2-15,discrim,81.91881918819189
amount_2,naive_bayes,2-15,logistic,100
amount_2,knn,2-15,small,0
amount_2,knn,2-15,large,3.32103321033214
amount_2,knn,2-15,difference,100
amount_2,knn,2-15,ratio,81.91881918819189
amount_2,knn,2-15,log_ratio,81.91881918819189
amount_2,knn,2-15,discrim,81.91881918819189
amount_2,knn,2-15,logistic,100
amount_2,rf,2-15,small,36.38057380704373
amount_2,rf,2-15,large,0
amount_2,rf,2-15,difference,100
amount_2,rf,2-15,ratio,34.67046070352324
amount_2,rf,2-15,log_ratio,30.96345372140884
amount_2,rf,2-15,discrim,16.872685734555997
amount_2,rf,2-15,logistic,91.87198060329263
amount_2,glm,2-15,small,94.93374995048737
amount_2,glm,2-15,large,100
amount_2,glm,2-15,ratio,66.90986352750178
amount_2,glm,2-15,log_ratio,64.52879999156636
amount_2,glm,2-15,discrim,59.18662220155635
amount_2,glm,2-15,logistic,0
amount_2,nnet,2-15,small,14.622857011716492
amount_2,nnet,2-15,large,3.2482515685373476
amount_2,nnet,2-15,difference,47.161780811123386
amount_2,nnet,2-15,ratio,44.254873083307075
amount_2,nnet,2-15,log_ratio,100
amount_2,nnet,2-15,discrim,34.094904236907844
amount_2,nnet,2-15,logistic,0
amount_2,rpart,2-16,difference,100
amount_2,rpart,2-16,discrim,25.381676948194816
amount_2,rpart,2-16,log_ratio,25.381676948194816
amount_2,rpart,2-16,logistic,100
amount_2,rpart,2-16,ratio,25.381676948194816
amount_2,rpart,2-16,small,0
amount_2,rpart,2-16,large,0
amount_2,c5.0,2-16,difference,100
amount_2,c5.0,2-16,ratio,100
amount_2,c5.0,2-16,logistic,100
amount_2,c5.0,2-16,discrim,88.37
amount_2,c5.0,2-16,large,83.72
amount_2,c5.0,2-16,small,0
amount_2,c5.0,2-16,log_ratio,0
amount_2,naive_bayes,2-16,small,0
amount_2,naive_bayes,2-16,large,33.466135458167294
amount_2,naive_bayes,2-16,difference,100
amount_2,naive_bayes,2-16,ratio,54.18326693227089
amount_2,naive_bayes,2-16,log_ratio,54.18326693227089
amount_2,naive_bayes,2-16,discrim,54.18326693227089
amount_2,naive_bayes,2-16,logistic,100
amount_2,knn,2-16,small,0
amount_2,knn,2-16,large,33.466135458167294
amount_2,knn,2-16,difference,100
amount_2,knn,2-16,ratio,54.18326693227089
amount_2,knn,2-16,log_ratio,54.18326693227089
amount_2,knn,2-16,discrim,54.18326693227089
amount_2,knn,2-16,logistic,100
amount_2,rf,2-16,small,0
amount_2,rf,2-16,large,9.055243288733287
amount_2,rf,2-16,difference,100
amount_2,rf,2-16,ratio,11.698228285408888
amount_2,rf,2-16,log_ratio,6.54124296550153
amount_2,rf,2-16,discrim,10.263550048880445
amount_2,rf,2-16,logistic,58.17002172180019
amount_2,glm,2-16,small,0
amount_2,glm,2-16,large,0.24826545234057992
amount_2,glm,2-16,ratio,95.70256566396964
amount_2,glm,2-16,log_ratio,91.07646010410267
amount_2,glm,2-16,discrim,52.99624675719138
amount_2,glm,2-16,logistic,100
amount_2,nnet,2-16,small,15.436486315968159
amount_2,nnet,2-16,large,19.674696839419543
amount_2,nnet,2-16,difference,45.38732408355799
amount_2,nnet,2-16,ratio,41.598273164781524
amount_2,nnet,2-16,log_ratio,0
amount_2,nnet,2-16,discrim,100
amount_2,nnet,2-16,logistic,11.945607536891861
amount_2,rpart,2-17,difference,80.67988705604466
amount_2,rpart,2-17,discrim,100
amount_2,rpart,2-17,log_ratio,100
amount_2,rpart,2-17,logistic,80.67988705604466
amount_2,rpart,2-17,ratio,100
amount_2,rpart,2-17,small,0
amount_2,rpart,2-17,large,0
amount_2,c5.0,2-17,difference,100
amount_2,c5.0,2-17,ratio,100
amount_2,c5.0,2-17,logistic,100
amount_2,c5.0,2-17,discrim,79.07
amount_2,c5.0,2-17,small,74.42
amount_2,c5.0,2-17,large,74.42
amount_2,c5.0,2-17,log_ratio,0
amount_2,naive_bayes,2-17,small,27.762039660056644
amount_2,naive_bayes,2-17,large,0
amount_2,naive_bayes,2-17,difference,84.70254957507083
amount_2,naive_bayes,2-17,ratio,100
amount_2,naive_bayes,2-17,log_ratio,100
amount_2,naive_bayes,2-17,discrim,100
amount_2,naive_bayes,2-17,logistic,84.70254957507083
amount_2,knn,2-17,small,27.762039660056644
amount_2,knn,2-17,large,0
amount_2,knn,2-17,difference,84.70254957507083
amount_2,knn,2-17,ratio,100
amount_2,knn,2-17,log_ratio,100
amount_2,knn,2-17,discrim,100
amount_2,knn,2-17,logistic,84.70254957507083
amount_2,rf,2-17,small,0
amount_2,rf,2-17,large,46.875203359299796
amount_2,rf,2-17,difference,85.08604715583178
amount_2,rf,2-17,ratio,84.62611207431901
amount_2,rf,2-17,log_ratio,100
amount_2,rf,2-17,discrim,94.56944141877841
amount_2,rf,2-17,logistic,82.53787969177924
amount_2,glm,2-17,small,100
amount_2,glm,2-17,large,89.86000033200789
amount_2,glm,2-17,ratio,0
amount_2,glm,2-17,log_ratio,14.357053692716384
amount_2,glm,2-17,discrim,8.795280964602513
amount_2,glm,2-17,logistic,38.58178994247765
amount_2,nnet,2-17,small,36.889856623618165
amount_2,nnet,2-17,large,66.88549356093071
amount_2,nnet,2-17,difference,100
amount_2,nnet,2-17,ratio,37.372770739447205
amount_2,nnet,2-17,log_ratio,0
amount_2,nnet,2-17,discrim,95.99829854184463
amount_2,nnet,2-17,logistic,13.89272611987939
amount_2,rpart,2-18,difference,100
amount_2,rpart,2-18,large,69.77928968379803
amount_2,rpart,2-18,logistic,100
amount_2,rpart,2-18,ratio,2.1503449025567787
amount_2,rpart,2-18,small,56.583448108221155
amount_2,rpart,2-18,log_ratio,0
amount_2,rpart,2-18,discrim,0
amount_2,c5.0,2-18,logistic,100
amount_2,c5.0,2-18,small,0
amount_2,c5.0,2-18,large,0
amount_2,c5.0,2-18,difference,0
amount_2,c5.0,2-18,ratio,0
amount_2,c5.0,2-18,log_ratio,0
amount_2,c5.0,2-18,discrim,0
amount_2,naive_bayes,2-18,small,81.77339901477833
amount_2,naive_bayes,2-18,large,100
amount_2,naive_bayes,2-18,difference,95.07389162561576
amount_2,naive_bayes,2-18,ratio,0
amount_2,naive_bayes,2-18,log_ratio,0
amount_2,naive_bayes,2-18,discrim,0
amount_2,naive_bayes,2-18,logistic,95.07389162561576
amount_2,knn,2-18,small,81.77339901477833
amount_2,knn,2-18,large,100
amount_2,knn,2-18,difference,95.07389162561576
amount_2,knn,2-18,ratio,0
amount_2,knn,2-18,log_ratio,0
amount_2,knn,2-18,discrim,0
amount_2,knn,2-18,logistic,95.07389162561576
amount_2,rf,2-18,small,16.062895639778596
amount_2,rf,2-18,large,37.93383856914212
amount_2,rf,2-18,difference,100
amount_2,rf,2-18,ratio,7.6475761063771115
amount_2,rf,2-18,log_ratio,0
amount_2,rf,2-18,discrim,7.383526601063663
amount_2,rf,2-18,logistic,80.35230294218493
amount_2,glm,2-18,small,47.865555745959284
amount_2,glm,2-18,large,48.99126999750032
amount_2,glm,2-18,ratio,52.71546672622248
amount_2,glm,2-18,log_ratio,100
amount_2,glm,2-18,discrim,29.80207664494402
amount_2,glm,2-18,logistic,0
amount_2,nnet,2-18,small,97.30379571101014
amount_2,nnet,2-18,large,13.93362433211128
amount_2,nnet,2-18,difference,100
amount_2,nnet,2-18,ratio,15.136664390504645
amount_2,nnet,2-18,log_ratio,17.959634330283684
amount_2,nnet,2-18,discrim,61.5443025694262
amount_2,nnet,2-18,logistic,0
amount_2,rpart,2-20,difference,29.461364500868253
amount_2,rpart,2-20,discrim,100
amount_2,rpart,2-20,large,0
amount_2,rpart,2-20,log_ratio,100
amount_2,rpart,2-20,logistic,29.461364500868253
amount_2,rpart,2-20,ratio,100
amount_2,rpart,2-20,small,19.723191627906843
